"Pass","Ethelruda","start dated IUP","GrA-53000","end dated IUP","start Ahmarian","GrA-57597","GrA-53004","GrA-57542","GrA-54846","GrA-57603","GrA-57602","GrA-53001","Egbert","GrA-54847","GrA-57599","GrA-57598","GrA-57544","end Ahmarian","start UP","GrA-57545","GrA-53006","GrA-54848","end UP","start EPI","GrA-53005","end EPI",
598,-43208.7,-42478.4,-42227.6,-42188.2,-41129.5,-41055.7,-41044.2,-40911.7,-40820.1,-40533.4,-40218.7,-40731.5,-40430.6,-40170.2,-39240.6,-39789,-38229.5,-37588.8,-37335.3,-37212.4,-36624.8,-29999.4,-29665.9,-28141.7,-28121,-27713.4,
599,-46025,-42724.4,-42227.6,-42188.2,-41225.5,-41143.4,-40965.2,-40901.2,-40686.6,-40463.6,-40274.5,-40409.3,-40892.3,-40229,-39356.4,-39871.2,-37914.7,-37805.8,-37083.2,-36819.7,-36624.8,-29999.4,-29759,-28141.7,-27888.4,-27713.4,
600,-42545.5,-42007.1,-41804,-41299.8,-41275.3,-41263.6,-40996.8,-40891.1,-40686.6,-40463.6,-40274.5,-40651,-40664.7,-40240.9,-39356.4,-39871.2,-37914.7,-37904.4,-37691.4,-36893,-36624.8,-29999.4,-28299.6,-28142.1,-27959.7,-27713.4,
601,-46458.3,-42348.4,-41553.9,-41526.1,-41276,-41201.2,-41101.1,-40920.6,-40686.6,-40551.2,-40274.5,-40147.2,-39896,-39415.1,-39356.4,-39871.2,-38325.4,-37904.4,-37032.3,-36644.8,-36624.8,-29999.4,-29509.1,-27939.5,-27914.5,-27508.3,
602,-46491.7,-42142.5,-42002.8,-41601.1,-41262.6,-41085.2,-41036,-40763.9,-40686.6,-40305.3,-40276.1,-40523.4,-40545.2,-39415.1,-39356.4,-39132.7,-38325.4,-37904.4,-36958.2,-36867.6,-36624.8,-30667.1,-29801.8,-27939.5,-27809.4,-27508.3,
603,-45730.2,-42142.5,-41655.2,-41601.1,-41125.6,-41085.2,-40860.1,-40763.9,-40686.6,-40260.7,-39940,-40523.4,-40305.4,-39415.1,-39356.4,-39132.7,-38325.4,-38172.6,-37234.1,-36894,-36624.8,-30667.1,-28337,-27895.4,-27668,-27039.6,
604,-45185.9,-43392,-41961,-41573.2,-41160,-41085.2,-40825.8,-40806.3,-40686.6,-40260.7,-40331.3,-39540,-40103.4,-39415.1,-39356.4,-39132.7,-38325.4,-38023.7,-37918.1,-36894,-36624.8,-30667.1,-29190.8,-27836.4,-27479.3,-27039.6,
605,-42396,-42283.3,-41995.4,-41573.2,-41115.7,-41085.8,-40907,-40733.9,-40690.8,-40349.9,-40284.7,-40576.4,-39740.3,-39137.4,-39372.6,-39031,-38330.3,-38300.9,-37649.3,-37149.9,-36055,-30569.9,-30491.7,-27836.4,-27479.3,-27039.6,
606,-46337.2,-42212.4,-41955.2,-41573.2,-41104.3,-41084.9,-40899.5,-40789.6,-40681.2,-39883.5,-40276.7,-40567.2,-40575.3,-39686.8,-39368.2,-39296,-38330.2,-38279.8,-38184,-37011.6,-36055,-30569.9,-30491.7,-29887.6,-27717.6,-27039.6,
607,-42440.3,-42212.4,-41585.1,-41238.4,-41104.3,-41066.9,-40897.7,-40789.6,-40681.2,-40136.6,-40187.1,-40567.2,-39866.2,-39686.8,-39268.8,-39296,-38330.2,-38279.8,-37309.4,-37100.8,-36214.8,-30569.9,-30491.7,-28156.1,-27680.9,-27561.8,
608,-44510.2,-41853.3,-41241.7,-41203,-41200.4,-41113.8,-41045.9,-40848.8,-40681.2,-40136.6,-40187.1,-40567.2,-39481.4,-39294.1,-39268.8,-39296,-38882,-38279.8,-37309.4,-36592.3,-35935.8,-30566.1,-30491.7,-27900.5,-27594,-27561.8,
609,-44774.1,-41853.3,-41330.1,-41255.3,-41153.1,-41119.8,-41045.7,-40824.3,-40681.2,-40136.6,-40189.3,-40567.2,-40256.3,-39294.1,-40008.5,-39314.2,-38989.4,-38607.8,-37311,-36592.3,-35935.8,-30566.1,-30491.7,-27900.5,-27831.5,-27561.8,
610,-43372.7,-42135.7,-41982.6,-41715.4,-41395.3,-41391.3,-40902.4,-40820.8,-40776.1,-40116.5,-40188.6,-40372.4,-40718.1,-40084.2,-40008.5,-39321.2,-38762.5,-38607.8,-37311,-36924.5,-35935.8,-30566.1,-29211.9,-28142.7,-28106.1,-27561.8,
611,-43761,-43113.3,-41868.6,-41866,-41482.6,-41199.1,-40902.4,-40865.1,-40776.1,-40116.5,-40188.6,-40372.4,-40787.4,-39648.5,-40008.5,-39314.1,-39154.8,-38402.2,-37885,-37197.4,-35935.8,-30566.1,-30338.1,-28692.7,-27796.8,-27561.8,
612,-47175.1,-43429,-41868.6,-41843.9,-41819,-41188.9,-40881.5,-40875.4,-40832.5,-40254.4,-40152.4,-40287.1,-40486.8,-39770.3,-39976,-39258.7,-39148.2,-38402.2,-37877.3,-37510.2,-35935.8,-30566.1,-28782.5,-28766.6,-28120.2,-27561.8,
613,-47425.9,-43429,-42090.8,-41817.4,-41166.7,-41048.5,-40905.6,-40801.4,-40761.7,-39889.9,-40336.8,-40233.4,-39883.8,-39603.2,-39825.6,-39732.9,-38930.4,-38607.1,-37911.9,-37510.2,-36288.9,-30566.1,-29246.6,-28096.7,-27591.7,-27561.8,
614,-44509.4,-43429,-41840.4,-41817.4,-41166.7,-41140.6,-40837.2,-40784.9,-40761.7,-40378.4,-40612.6,-40048.5,-40333.8,-39412.6,-39825.6,-39732.9,-38930.4,-38614,-38130.5,-37735.7,-36288.9,-30566.1,-28773.8,-28294.5,-28055.5,-27561.8,
615,-44348.9,-43136.4,-41840.4,-41400.6,-41304.8,-40854.5,-40837.2,-40810.3,-40761.7,-40119.1,-40612.6,-40308.7,-40276.2,-39412.6,-39676,-39732.9,-38930.4,-38614,-38055.5,-37506.3,-36288.9,-30566.1,-28797.7,-28320.5,-27766.6,-27561.8,
616,-46559.5,-42681.3,-41504.9,-41243.9,-41131.3,-41065.3,-40814.3,-40814.2,-40402.7,-40068.5,-40612.6,-39840.2,-40345,-39725.1,-39676,-39732.9,-38930.4,-38888.9,-38293.8,-37980.5,-36288.9,-30566.1,-28469.3,-28003.3,-27766.6,-27561.8,
617,-44807.4,-41889.7,-41604.7,-41585.6,-41131.3,-41125.7,-41007.1,-40631.1,-40402.7,-40137.2,-40612.6,-40113.5,-40328.8,-39725.1,-39739.8,-39427.7,-38930.4,-38888.9,-38283.7,-37980.5,-36288.9,-30566.1,-28168,-28003.3,-27849.1,-27561.8,
618,-44599.8,-41889.7,-41836.1,-41756,-41133,-41040.9,-40822.9,-40631.1,-40344.7,-40137.2,-40612.6,-39890.8,-40472.8,-39725.1,-39739.8,-39169.1,-38962.3,-38888.9,-38112.3,-37980.5,-36288.9,-30566.1,-29553.5,-28555.5,-27743.7,-27561.8,
619,-46810,-41889.7,-41777.5,-41756.9,-41138.2,-40872,-40855.5,-40683.8,-40442.4,-40367.3,-40621.3,-40421.7,-40394.7,-39740,-39754.5,-39187.7,-38982.3,-38909.5,-38283,-38177,-36327.2,-30643.6,-30483.2,-28815.5,-27791.2,-27561.8,
620,-46297.2,-41889.7,-41835.7,-41756.9,-40877.6,-40868.5,-40836.9,-40823,-40442.4,-40388.5,-40621.3,-40421.7,-40063,-40002.2,-39754.5,-39187.7,-38982.3,-38909.5,-38252.4,-38177,-36327.2,-30643.6,-30619.8,-27862,-27791.2,-27561.8,
621,-42105.3,-41853.3,-41830.6,-41720.5,-40877.6,-40868.5,-40831,-40821.1,-40299,-39932.4,-40621.3,-40706,-40794.9,-39797.2,-39572.5,-39256.5,-38982.3,-38909.5,-38730.4,-37743.2,-36327.2,-30643.6,-30619.8,-28276,-27791.2,-27561.8,
622,-43180.1,-41905.3,-41869.7,-41720.5,-40877.6,-40856.5,-40803.1,-40785.1,-39998.6,-40022.5,-40621.3,-40479.8,-39869.6,-39598.9,-39574.4,-39255,-38982.3,-38909.5,-37868.3,-37743.2,-36327.2,-30643.6,-29384.8,-28606.9,-28178.1,-27561.8,
623,-43893,-41905.3,-41888.6,-41833.5,-40877.6,-40809.9,-40792.1,-40711.7,-40583.6,-40022.5,-40621.3,-40351.7,-40671.6,-39598.9,-39759.6,-39255,-38982.3,-38928,-38906.6,-37735.3,-36230.1,-30188.3,-29842.1,-28362.1,-27972.8,-27561.8,
624,-45047.9,-41905.3,-41870,-41833.5,-40877.6,-40802.5,-40793.7,-40788.4,-40744.8,-40022.5,-40365,-40500.1,-39679.4,-39598.9,-39523.5,-39255,-38982.3,-38951.3,-38552.4,-37735.3,-36230.1,-30188.3,-28458.2,-28036.8,-27853.6,-27282.8,
625,-46164,-41905.3,-41865.3,-41833.5,-40877.6,-40813.8,-40808.7,-40784.9,-40744.8,-40471.6,-40733.5,-40017.7,-39739.4,-39598.9,-39480.8,-39255,-38982.3,-38951.3,-37880.6,-37735.3,-36230.1,-30188.3,-28108.6,-27983.2,-27789.4,-27519.7,
626,-45977.8,-41905.3,-41848.1,-41833.5,-40974.6,-40920.8,-40820.2,-40786.4,-40744.8,-40033.6,-40733.5,-39961.7,-40162.9,-39497.8,-39480.8,-39437.3,-38982.3,-38951.3,-38406.5,-37735.3,-36686.3,-30188.3,-28879.1,-27983.2,-27678.5,-27519.7,
627,-45311.9,-41905.3,-41879.2,-41837.4,-40974.6,-40848.8,-40809.1,-40769.2,-40744.8,-40033.6,-40650.1,-40480,-40263.8,-39497.8,-39840.6,-39437.3,-38982.3,-38951.3,-38438.5,-38417,-36686.3,-30188.3,-28384.4,-28050.5,-27743.1,-27256.4,
628,-45997.7,-41905.3,-41591.6,-41523.5,-40974.6,-40854.2,-40815.4,-40758.2,-40744.8,-40033.6,-40650.1,-40293.7,-40556.4,-39702.1,-39820.8,-39437.3,-38982.3,-38919.5,-38887.4,-38417,-36686.3,-30188.3,-29168.4,-28533.7,-28219.4,-27256.4,
629,-47131.9,-41905.3,-41248.1,-40990.3,-40941.7,-40889.7,-40832.8,-40806.1,-40744.8,-40033.6,-40650.1,-40548.7,-39993.9,-39702.1,-39820.8,-39437.3,-38982.3,-38506.2,-38496.8,-38417,-36686.3,-30188.3,-29231.7,-28533.7,-28086.6,-27053.8,
630,-43526,-41905.3,-41558.8,-41014.5,-40913.4,-40889.7,-40823.1,-40802.4,-40744.8,-40033.6,-40650.1,-40602.9,-40317.2,-39878,-39820.8,-39437.3,-38553.7,-38478.1,-38417.5,-38417,-36231.7,-30188.3,-29231.7,-28703.6,-27781.8,-27407.7,
631,-45842.5,-41683.5,-41637.8,-41490.8,-40913.4,-40889.7,-40825,-40822.7,-40744.8,-40197.7,-40661.9,-40638.1,-39944.6,-39703.2,-39820.8,-39306.7,-38553.7,-38512.1,-38457.6,-38152.2,-36231.7,-30188.3,-30045.1,-28344,-27781.8,-27407.7,
632,-42681.7,-42064,-41969.4,-41904.5,-41038.5,-40927.3,-40913,-40785.7,-40744.8,-40016.4,-40661.9,-39889.2,-39953.7,-39703.2,-39820.8,-39491.2,-38553.7,-38485.9,-38272.6,-37368,-36231.7,-30188.3,-29956.4,-28724.4,-27740,-27407.7,
633,-45579,-42179,-41909.2,-41904.5,-41038.5,-41024.8,-40770.7,-40727.8,-40440.3,-40016.4,-40661.9,-40377.2,-40486.6,-39656.4,-39820.8,-39065.2,-38553.7,-38432.8,-37503,-37327.4,-36231.7,-30188.3,-29815.3,-28724.4,-28198.3,-27407.7,
634,-46737.3,-42179,-41909.2,-41904.5,-41038.5,-41024.8,-40988.8,-40763.6,-40440.3,-40016.4,-40661.9,-40333.8,-40385.2,-39656.6,-39863,-38498.6,-38553.7,-38417.9,-38354,-37237.5,-35276.6,-30188.3,-29390.5,-29033.9,-27734.1,-27407.7,
635,-47094.2,-44644.1,-41923.3,-41918.8,-41098.1,-41051,-41012.1,-40892.1,-40531.2,-40129.4,-40803.9,-40331.8,-40368.1,-39441.2,-40082.7,-38754.5,-38743.1,-38585.4,-37615.3,-37399.2,-35566.2,-30626.3,-30014.6,-29363.8,-27844.1,-27407.7,
636,-47001.3,-45609.2,-42284.5,-41438.1,-41098.1,-41040.8,-41007.2,-40737.7,-40531.2,-40244.5,-40626,-40331.8,-40492.5,-39441.2,-39702,-40049.3,-38743.1,-38497,-38426.9,-38313.7,-35566.2,-30626.3,-28180.5,-28147.4,-27642,-27407.7,
637,-47235.1,-44002,-42222.9,-42035.1,-41014.9,-41012,-40667.3,-40661.3,-40620.3,-40128.6,-40512.4,-40102.1,-40430.8,-39478.4,-39656.4,-39946.3,-39155.1,-39039.5,-38646.4,-37875.7,-35380.1,-30348.6,-28643.5,-27753,-27547.6,-26708.4,
638,-44484.5,-42923.5,-42151.5,-41442.4,-41014.9,-41012,-40647.3,-40629.9,-40620.3,-40122.2,-40103.4,-40202.3,-40462.5,-39901.4,-39656.4,-39907.9,-39502.8,-39039.5,-38284.4,-37892.2,-35450.2,-30526.8,-28792.5,-27753,-27594.1,-27522.4,
639,-42246.2,-41571.9,-41554.2,-41468.6,-41014.9,-41007.8,-40669.2,-40633.5,-40620.3,-39954.8,-40133.9,-40417.3,-39917.9,-39901.4,-39771.5,-39696.9,-39502.8,-39039.5,-37972.5,-37892.2,-35450.2,-30526.8,-28918.9,-28151,-27594.1,-26109.8,
640,-45632.5,-41571.9,-41515.9,-41468.6,-41166.8,-41146.8,-40794.5,-40790.6,-40741.9,-40025.2,-40216.4,-40723.3,-40668.2,-39812.1,-39827.8,-39460.5,-39322.9,-39039.5,-38458.1,-37892.2,-35450.2,-30389.3,-28505.1,-27797.5,-27594.1,-26109.8,
641,-42185.5,-41966.8,-41527.8,-41477.2,-41166.8,-41146.8,-41125.5,-40747.1,-40741.9,-39952.1,-40432.2,-40343.1,-40505.2,-39343.7,-39389.4,-39034.2,-39322.9,-38966.8,-38750.5,-37892.2,-35450.2,-30389.3,-27979.1,-27747.5,-27594.1,-27064.2,
642,-47015,-41966.8,-41636.7,-41421.2,-41166.8,-41132.2,-40753,-40747.1,-40728.2,-39952.1,-40432.2,-39609.5,-40097.7,-39554.1,-39447.9,-39034.2,-39126.9,-38968,-38166.3,-37776.3,-36441,-30389.3,-29236.5,-27803.7,-27471.4,-27147.2,
643,-46774.8,-41966.8,-41512.9,-41306.7,-40824,-40772.4,-40746.2,-40745.2,-40728.2,-39952.1,-40432.2,-39683,-39614,-39554.1,-39447.9,-39009.9,-39053.3,-38968,-38537.8,-37776.3,-36441,-30389.3,-29236.5,-27803.7,-27471.4,-27147.2,
644,-46475.8,-41886.5,-41777.2,-41473,-40824,-40772.4,-40751.6,-40743.1,-40728.2,-40381.5,-40432.2,-40069.3,-40660.8,-39554.1,-39581.4,-39649.9,-39053.3,-38968,-38711.1,-37776.3,-36441,-30389.3,-29931.8,-27803.7,-27471.4,-24627.4,
645,-46203.9,-41886.5,-41716.1,-41529,-40824,-40756.4,-40748.5,-40748.4,-40728.2,-39920,-40682.5,-40037.2,-40589.3,-39550.3,-39581.4,-39649.9,-39053.3,-38968,-38421.1,-37776.3,-36441,-30389.3,-29545,-29375.5,-27471.4,-24627.4,
646,-45311.2,-42258.2,-42197.1,-42011.7,-40824,-40767.2,-40747.5,-40738.1,-40728.2,-39920,-40304.6,-39800.7,-39899.4,-39538.9,-39581.4,-39091.4,-39053.3,-38861.8,-38535.1,-38194.7,-36441,-30389.3,-30312,-29184.1,-27471.4,-24627.4,
647,-42832.7,-42068.7,-42051.6,-42011.7,-40824,-40771.7,-40768.8,-40767.3,-40753.2,-40155.6,-40630.8,-40156.6,-39982.1,-39658.4,-39905.3,-39543.1,-39514.9,-39373.3,-39061.3,-38402.4,-36441,-30389.3,-29217.2,-27974.9,-27471.4,-26419.4,
648,-43292.1,-42068.7,-41982.1,-41938.9,-40824,-40793.9,-40779.4,-40761.8,-40747.4,-40085.5,-40615.1,-40456.2,-40145.2,-39579.2,-39916.8,-39439.4,-39381.1,-39329.3,-37964.3,-37269,-36441,-30749.3,-29129.2,-28564.3,-27699.6,-26223.7,
649,-46552.1,-42068.7,-41965.7,-41938.9,-40824,-40804.2,-40788.5,-40763.9,-40747.4,-40163.5,-40696.9,-40194.9,-40510.3,-39579.2,-40022.2,-39384.6,-39381.1,-39329.3,-38375.9,-37547.7,-36226.4,-30749.3,-29277.9,-28838.5,-28541.5,-28342.2,
650,-45939.4,-42068.7,-41731.3,-41708.1,-41194.1,-41190.6,-41135.9,-41134.5,-41101.3,-40370,-40756.5,-40924.5,-40617.9,-39783.6,-39906.1,-39703.7,-39539.5,-39329.3,-39326.4,-37547.7,-36226.4,-30749.3,-29987.6,-28981.3,-28541.5,-28342.2,
651,-45902.6,-42068.7,-41854.7,-41728.1,-41194.1,-41164.4,-41125.2,-41106.8,-41101.3,-40370,-40756.5,-40924.5,-40070.5,-39836,-39906.1,-39703.7,-39539.5,-39373.1,-38788.7,-37547.7,-36226.4,-30749.3,-30631.6,-29642.1,-28639.1,-28342.2,
652,-45340.3,-42068.7,-41927.3,-41728.1,-41194.1,-41166.4,-41115.6,-41108.5,-41101.3,-40069.7,-40756.5,-40844.2,-40473.8,-39375,-39906.1,-39959.3,-39898.2,-39302.5,-38653.2,-37595.8,-36226.4,-30749.3,-30110.8,-29255.7,-28680.3,-28610.6,
653,-45557.8,-42068.7,-41507.2,-41420.9,-41164,-41121.5,-41108,-41103,-41096.6,-39980.3,-40743.1,-40826.5,-40819.1,-39485.9,-39840.9,-39805.9,-39793.1,-39302.5,-39181.9,-37595.8,-35975.3,-30749.3,-29397.3,-29255.7,-28680.3,-28610.6,
654,-44112.4,-42068.7,-41921.4,-41389.9,-41164,-41133.2,-41129.2,-41097.3,-41096.6,-39980.3,-40743.1,-40990.1,-40773.7,-39876.6,-39740,-39805.9,-39645.8,-39402.9,-37898.3,-37595.8,-35267.7,-30749.3,-30280.9,-29206.3,-28680.3,-28610.6,
655,-45932.6,-41406.4,-41405.2,-41393.2,-41284.4,-41147.3,-41134.7,-41115.9,-41096.6,-40564.7,-40975.9,-40990.1,-40344.5,-39810,-39817.8,-39495.6,-39588.6,-39402.9,-38233,-37823.6,-36053.1,-30935.3,-29821.2,-29206.3,-28680.3,-28610.6,
656,-42713.7,-41406.4,-41405.7,-41398.3,-41364.9,-41239.1,-41134.6,-41126.2,-41096.6,-40564.7,-40975.9,-40934.8,-40132,-39745.4,-39656.9,-39495.6,-39826.3,-39402.9,-38561.6,-37823.6,-36053.1,-30935.3,-29819.7,-28590.5,-28574,-28493.8,
657,-46691.5,-41406.4,-41399.8,-41398.3,-41264.1,-41239.1,-41134.6,-41016.1,-40980.1,-40399.9,-40884.9,-40784.3,-40409.3,-40171.1,-39656.9,-39495.6,-39826.3,-39068.4,-38191.1,-38146.1,-36053.1,-30935.3,-28641.8,-28622,-28512.1,-28493.8,
658,-45765,-41406.4,-41396.7,-41393.2,-41240.7,-41227.6,-41112,-41040.5,-40995.6,-40366.4,-40989,-40820.6,-40270.4,-40052,-40251.8,-39539.7,-39904.6,-39019,-38545.2,-38146.1,-36053.1,-30935.3,-29013.3,-28766.6,-28602.8,-28493.8,
659,-43540.3,-41406.4,-41394.4,-41393.2,-41349.4,-41216.3,-41194.4,-41118.7,-40936.9,-40366.4,-40573,-40820.6,-40323.7,-39400.4,-40251.8,-39539.7,-39979.9,-39287.4,-38475.2,-38146.1,-36053.1,-30935.3,-29288.6,-28724,-28357.7,-28347.6,
660,-43181.8,-41641.6,-41415.5,-41395,-41363.7,-41190.3,-41180.9,-41018.1,-40925.4,-40194.4,-40540.4,-40881.2,-40860.7,-39590.7,-40098.2,-39499.5,-40165.4,-39287.4,-38475.2,-38146.1,-36053.1,-30935.3,-30510,-28724,-28356.4,-28347.6,
661,-44015,-41641.6,-41595.7,-41352,-41301.8,-41276.1,-41075.9,-40986.3,-40925.4,-40194.4,-40804.9,-40789.6,-40692.2,-39638.4,-39869.2,-39499.5,-40165.4,-39287.4,-38933.2,-38146.1,-36053.1,-30935.3,-30687.9,-28622.4,-28356.4,-28347.6,
662,-41775.3,-41641.6,-41535.3,-41333.8,-41301.8,-41244,-41204.2,-40906.6,-40825.6,-40194.4,-40804.9,-40411.5,-40695.1,-40084.4,-39869.2,-39499.5,-39649.1,-39003.7,-38200.8,-38146.1,-36053.1,-30935.3,-30814.8,-29416.4,-28403.3,-28347.6,
663,-43296.5,-41681.8,-41678.1,-41539.4,-41254.7,-41244,-40995.8,-40914.1,-40825.6,-40194.4,-40726.4,-40456.2,-40552.6,-39929,-39869.2,-39499.5,-39845,-39443.4,-38200.8,-37934,-36053.1,-30935.3,-30304.4,-29416.4,-28403.3,-28347.6,
664,-45238.7,-41681.8,-41614.9,-41539.4,-41254.7,-41232,-40995.8,-40895.2,-40825.6,-40194.4,-40546.9,-40864.7,-40648.7,-40091.8,-39869.2,-39540.1,-39845,-39443.4,-38998.7,-37934,-36053.1,-30935.3,-30176.4,-29565.3,-28415,-28347.6,
665,-43450.3,-41681.8,-41660.6,-41462.1,-41363.7,-41045.8,-40981.8,-40959.5,-40623.8,-40194.4,-40721.7,-40864.7,-40176.2,-40006.4,-40089.9,-39540.1,-40145.4,-39496,-38127.8,-37934,-36053.1,-30935.3,-30612.3,-29173.3,-28558.3,-28347.6,
666,-43138.3,-42253.8,-41740.5,-41544.6,-41416.6,-41243.7,-40987.2,-40903.9,-40617.1,-40194.4,-40774.3,-40640.3,-40880.5,-40006.4,-39926.1,-39540.1,-40145.4,-38796.7,-38167.7,-37934,-36053.1,-30935.3,-30612.3,-30436.9,-28558.3,-28347.6,
667,-45787.7,-42253.8,-41575.8,-41412.1,-41384.7,-41258.5,-41097.6,-41088.9,-40826.1,-40194.4,-40774.3,-40735.6,-40253,-40163.4,-39402.6,-39540.1,-40145.4,-39140.1,-38859.5,-37934,-36053.1,-30935.3,-30539.9,-28792.8,-28558.3,-28347.6,
668,-47079.4,-42253.8,-42051.6,-41985.9,-41278.5,-41230.6,-41097.6,-40956,-40923.9,-40194.4,-40774.3,-40586.9,-40873.5,-40144.1,-39763.9,-39540.1,-40099.9,-39032.1,-38598.9,-37934,-36053.1,-30935.3,-29441.5,-28793.7,-28292.3,-28271,
669,-43876.8,-42176.9,-42152.4,-41806.8,-41361.6,-41225.4,-41112.1,-40956,-40923.9,-40194.4,-40817.2,-40586.9,-40669.2,-39709.5,-40094.1,-39540.1,-40099.9,-39032.1,-38877.6,-38112.9,-36053.1,-30491.6,-29319.3,-28933.2,-28292.3,-28271,
670,-43014.5,-42176.9,-41606.2,-41295,-41288.3,-41224.8,-41146,-41021.5,-40934.8,-40194.4,-40817.2,-40284.6,-40384.6,-39709.5,-40062.8,-39540.1,-39872.2,-39468,-38221.5,-37930.8,-36087.2,-30491.6,-28890.5,-28622.5,-28277.7,-28271,
671,-45584.4,-42688.2,-42130.3,-41795.7,-41238.3,-41224.8,-41094.1,-41031.9,-40868.5,-40287.8,-40874.2,-40125.9,-40944.1,-39709.5,-39721,-39540.1,-39931.1,-39468,-39197.9,-38666.3,-36437.4,-30621.9,-29480.9,-28733.3,-28384.4,-28271,
672,-43441.2,-42919.9,-42313.3,-42236.7,-41345.8,-41302.2,-41158.1,-41048.9,-40899.1,-40366.4,-40296.3,-41031.6,-40833.1,-39712,-39869.4,-39610.4,-39628.4,-39600.1,-37818.3,-37710.6,-36584.3,-30621.9,-30235.7,-28733.3,-28365.6,-28271,
673,-45911.6,-42431.9,-42307.4,-42236.7,-41554.2,-41257.5,-41178.5,-41081.4,-40874.1,-40366.4,-40515,-41031.6,-40362.9,-39815.2,-40036.1,-39696.2,-39744.1,-39600.1,-39160.6,-37710.6,-36584.3,-30621.9,-30555.1,-28419.6,-28368.2,-28271,
674,-45680.3,-42431.9,-42324.1,-42204.5,-41892.4,-41772.6,-41184.6,-41097.7,-40874.1,-40366.4,-40740.9,-41031.6,-40072.6,-39703.4,-40045.3,-39696.2,-39743,-39600.1,-38659.3,-38581.2,-36584.3,-30621.9,-30555.1,-29297.3,-28299.7,-28271,
675,-45637.7,-42903.9,-42310.1,-42261.6,-41892.4,-41728,-41331,-41097.7,-40874.1,-40366.4,-40702.8,-41031.6,-40379.5,-40101.4,-40045.3,-39696.2,-39743,-39465.5,-39460.7,-38581.2,-36584.3,-30621.9,-30555.1,-30237.6,-28373.5,-28271,
676,-46590.7,-43798.9,-42310.1,-42292.5,-41798.2,-41633.9,-41331,-41049.1,-40874.1,-40333.7,-40702.8,-40572.1,-40893.3,-39623,-39889.5,-39696.2,-39980.4,-39504,-39265.5,-38581.2,-36584.3,-30621.9,-29288.3,-28392.9,-28369.9,-28271,
677,-44003,-42974.2,-42310.1,-42176.4,-41797,-41541,-41206.5,-40902,-40874.1,-40333.7,-40308.1,-40152.1,-40828.2,-40048.3,-40029.1,-39696.2,-39695.2,-39496,-39182,-37870.8,-36584.3,-30621.9,-30412.1,-28392.9,-28328.6,-28271,
678,-46233.8,-43911.5,-42310.1,-42109.8,-41877,-41353.3,-41101.3,-41046.5,-40667.9,-40405.2,-40749.2,-40494.2,-40470.4,-39947.9,-39770.3,-39696.2,-39563.4,-39468.1,-38994.9,-37869.2,-36581.2,-30611.5,-30401.4,-28704.6,-28423.8,-28271,
679,-46683.1,-43661.4,-42225.1,-41994,-41757.6,-41401.9,-41106.4,-40967.3,-40599.3,-40695.8,-40749.2,-40661.3,-40801.2,-39947.9,-39743.4,-39684.6,-39943.4,-39606.1,-39133.4,-38028,-36581.2,-30611.5,-30401.4,-28480.6,-28421.6,-28271,
680,-46643.7,-43661.4,-42067,-41831.8,-41574.2,-41213.2,-41062.7,-40762.9,-40363.5,-40197.7,-40681.4,-40587.7,-40668.3,-40028.6,-39847.6,-39678.5,-39709.6,-39606.1,-39088.5,-37989,-36581.2,-30611.5,-30401.4,-28480.6,-28331.4,-28271,
681,-46674.2,-42131.9,-41939.8,-41412.3,-41299.4,-41195.9,-40956.7,-40922.2,-40509.8,-40320.8,-40789.3,-40674.4,-40664.1,-40223.5,-39901.5,-39830.5,-40082.6,-39403.7,-39344.3,-37978.7,-36557.7,-30532,-29314,-28480.6,-28392.2,-28271,
682,-46647.1,-45755,-41698.6,-41587.3,-41216.8,-40976.6,-40948.4,-40905.8,-40397.9,-40320.8,-40381.5,-40874.7,-40326.3,-39829.5,-39901.5,-39948.1,-39450.3,-39403.7,-38194.6,-37978.7,-36557.7,-30532,-28922.2,-28393.6,-28294.3,-28271,
683,-44428.3,-44261.7,-41637.8,-41587.3,-41216.8,-41179,-40911.6,-40865.1,-40397.9,-40442.5,-40381.5,-40223.4,-40004.5,-39671.2,-39910.3,-39732.9,-39450.3,-39440.7,-39220.1,-38086.4,-36648.4,-30551.2,-29426.6,-28393.6,-28291.1,-28271,
684,-46826,-43938.7,-41637.8,-41535.2,-41375.2,-41358.8,-40992.3,-40865.1,-40818.4,-40442.5,-40591.4,-40425.6,-40005.2,-39933.8,-39910.3,-39732.9,-39450.3,-39440.7,-38782.6,-38086.4,-36648.4,-30551.2,-29945.1,-28552.5,-28373.7,-28271,
685,-46582.5,-42080.7,-41796.8,-41542.2,-41231,-41192.5,-41135.5,-40750.7,-40723.8,-40155.2,-40462.8,-40604.4,-40060.7,-39905,-39781.8,-39707.5,-39321.7,-39312.2,-39042.2,-37656.8,-36687.5,-30797.1,-29570.9,-28552.5,-28418.1,-28271,
686,-47126.4,-42080.7,-41796.8,-41273.2,-41243.8,-41077.9,-40974.3,-40833.9,-40723.8,-40155.2,-40462.8,-40604.4,-40247.8,-39905,-39781.8,-39803.6,-39321.7,-39156.1,-38714.8,-37773.1,-36914,-29739.3,-29545.3,-28552.5,-28358,-28205.6,
