"Pass","Ethelruda","start dated IUP","GrA-53000","end dated IUP","start Ahmarian","GrA-57597","GrA-53004","GrA-57542","GrA-54846","GrA-57603","GrA-57602","GrA-53001","Egbert","GrA-54847","GrA-57599","GrA-57598","GrA-57544","end Ahmarian","start UP","GrA-57545","GrA-53006","GrA-54848","end UP","start EPI","GrA-53005","end EPI",
509,-47432.3,-42369.5,-42247.8,-41764.1,-41362.8,-41279.3,-41129.4,-41128.6,-41101.1,-40470.1,-39959.4,-39636.5,-39902.8,-39604.9,-39579.8,-39404.6,-39219.3,-39162,-36634.8,-36604.3,-35668.6,-30076.3,-29673.8,-29193.9,-27791.5,-27585.3,
510,-42931,-42369.5,-41777.9,-41641.1,-41362.8,-41251.7,-41174.9,-41110.2,-41101.1,-40470.1,-39959.4,-41029.2,-39997.4,-39369,-39690.4,-39827,-39219.3,-39162,-37216.3,-36619.8,-36358.2,-30126,-29074.6,-28903.1,-27791.5,-26153.8,
511,-46519.1,-42192,-41907.3,-41895.9,-41340,-41295.1,-41169.2,-41144.5,-41101.1,-40470.1,-39959.4,-40887.1,-40602.8,-39477.2,-39259.1,-39533.3,-39219.3,-39162,-37084,-36619.8,-36358.2,-30126,-29604.7,-29041.7,-27791.5,-26153.8,
512,-47017.8,-42192,-42117.9,-41849.5,-41340,-41193.7,-41123.1,-41110.8,-41101.1,-40470.1,-39576.6,-40996.1,-41008.2,-39523.3,-39259.1,-39533.3,-39219.3,-39162,-38165.6,-36490.8,-36358.2,-30126,-28686.2,-27985.2,-27791.5,-24593.7,
513,-47209.9,-42192,-42139.1,-41888.9,-41340,-41131.1,-41107.6,-41105,-41025.1,-40470.1,-40389.9,-40907.8,-40597,-39521,-39244.3,-39780.4,-40074.7,-39162,-37577,-36490.8,-36358.2,-30126,-29001.2,-27928.4,-27771.1,-24178.1,
514,-46312,-42948.7,-41925.5,-41863.3,-41340,-41169.4,-41128.3,-41057.8,-41025.1,-40797.8,-40079.1,-41038.3,-40147.1,-39294.9,-39457.6,-39504.4,-39995.8,-39162,-38254.5,-36466.9,-36358.2,-30126,-29587.4,-29390.1,-27796.6,-24785,
515,-46362.2,-42547.2,-41936.3,-41353.6,-41313.8,-41291.6,-41128.3,-41032.9,-41025.8,-40567.8,-40079.1,-40807.4,-40624.1,-39548,-39436.1,-39406.2,-39299.9,-38953.1,-38062.2,-36466.9,-36358.2,-30126,-29989,-28700.4,-27796.6,-25792.3,
516,-46144,-42547.2,-41635.7,-41377.2,-41215.7,-41159.6,-41125.6,-41004.2,-41001.2,-40548.6,-40040.2,-40785.4,-40802.2,-39544.8,-39430.4,-39769.2,-39295.8,-38953.1,-38628.4,-36466.9,-36358.2,-30482.4,-30125.9,-29956.5,-28178.3,-25063.4,
517,-46299.3,-42114.3,-41693.9,-41448.3,-41215.7,-41206,-41157.8,-41022.1,-41001.2,-40276,-40138.1,-40785.4,-39894.5,-39305.7,-39686.8,-39769.2,-39832.6,-38810.5,-37706.4,-36392.6,-36284,-30669.4,-30387.4,-30137.4,-28178.3,-24758.8,
518,-43123.7,-42114.3,-42067.9,-41306.7,-41266.5,-41207.3,-41201.5,-41148.2,-41001.2,-40276,-40237.4,-40785.4,-39928.9,-39565.3,-38887.2,-39769.2,-39832.6,-38861.1,-37433.6,-36392.6,-36284,-30669.4,-30550.2,-30451.1,-27737.6,-27501.8,
519,-46905.9,-42193.1,-42022.9,-41337.2,-41262.8,-41251.6,-41217.6,-41109.1,-41001.2,-40276,-40237.4,-40785.4,-39928.6,-39019.5,-39127.1,-39769.2,-39832.6,-38861.1,-38552.4,-36851.9,-36284,-30669.4,-30485.3,-29451.1,-28257.9,-26801.7,
520,-42239.5,-42193.1,-42099.6,-41502.3,-41295.4,-41221.7,-41133.3,-41115,-41001.2,-39945.6,-40176.3,-40785.4,-40252.4,-39019.5,-39120.8,-39616.8,-39832.6,-38687.9,-38474.3,-36692.7,-36368.8,-30310.8,-29816.3,-29104,-27828.8,-26935.6,
521,-45523.4,-42195.6,-42158.1,-41872.6,-41186.4,-41166.8,-41142.6,-41029.4,-41001.2,-40100.1,-40176.3,-40785.4,-41003.7,-39019.5,-39120.8,-39671.1,-39832.6,-38512.1,-36916.8,-36692.7,-36368.8,-30310.8,-29715.8,-29119.1,-27891.7,-26935.6,
522,-43743.1,-42195.6,-41944.2,-41934.6,-41182.9,-41174.8,-41143.6,-41021,-41001.2,-40100.1,-40176.3,-40785.4,-40763.6,-39019.5,-39120.8,-39671.1,-39832.6,-38512.1,-36916.8,-36484,-36082.1,-30310.8,-28372.3,-28028.7,-27891.7,-26935.6,
523,-46037.4,-42147,-41942.1,-41934.6,-41238.7,-41210.1,-41043.5,-41035.4,-41001.2,-40338.7,-40576.9,-40785.4,-40244.9,-39019.5,-39120.8,-39671.1,-39832.6,-38512.1,-37504,-36484,-36110.5,-30977.8,-30576.7,-28188.2,-27715.6,-25507.2,
524,-42900.1,-42147,-42083.5,-41934.6,-41238.7,-41166.2,-41009.7,-40989.9,-40960.2,-40237.6,-39777.5,-40707.1,-40986.8,-39150.9,-38855.7,-39030.6,-39759.5,-38528.6,-37443.5,-36734.4,-36110.5,-30977.8,-30032.3,-29669.6,-27749.3,-24398.9,
525,-44583.2,-41466.6,-41273.7,-41176.1,-41166.9,-41067,-41027.7,-40965.8,-40960.2,-40329.4,-39792.7,-40936.9,-40060.5,-39150.9,-39546.8,-38581.9,-39759.5,-38511.4,-37432.3,-36642,-36110.5,-30977.8,-30353.6,-29160.3,-27749.3,-24398.9,
526,-41607.4,-41466.6,-41442.1,-41379.5,-41211.7,-41093.7,-41003,-40973.1,-40960.2,-40329.4,-39934.6,-40380.9,-40927.8,-39699.9,-39655.9,-39414.8,-39670.2,-38511.4,-37436.1,-37341.3,-36110.5,-30416.1,-30353.6,-28254,-28096,-25330,
527,-41554.1,-41466.6,-41427,-41319.1,-41188.9,-41159.8,-41132.3,-40993.9,-40960.2,-40329.4,-39934.6,-40224.8,-40584.2,-39899.8,-39655.9,-39414.8,-38633.9,-38511.4,-37907.8,-37231.6,-36110.5,-30416.1,-30400.2,-30163.6,-27843.1,-25328.6,
528,-46146.9,-41488.2,-41390,-41312.9,-41301.9,-41200.9,-41132.3,-40982.4,-40960.2,-40329.4,-39934.6,-40224.8,-40882.9,-39428.2,-39655.9,-39085.6,-38633.9,-38229.6,-37260.2,-37231.6,-36110.5,-30416.1,-30400.2,-28112.9,-28033.5,-25328.6,
529,-45404.4,-41488.2,-41409.2,-41312.9,-41272,-41189.4,-41146.4,-40988.7,-40960.2,-40359.7,-39934.6,-39896,-39818.3,-39428.2,-39655.9,-39085.6,-38592.8,-38229.6,-37385.9,-37231.6,-36110.5,-30416.1,-29878.6,-28112.9,-28089.3,-27284.7,
530,-46480.7,-41488.2,-41448.7,-41396.7,-41292.8,-41167.2,-41015.9,-41009.4,-40959.5,-40698,-39934.6,-39896,-40494.9,-39428.2,-39655.9,-38711.1,-38243.9,-38229.6,-37401.6,-37231.6,-36110.5,-30416.1,-29395.8,-28112.9,-27805.5,-27284.7,
531,-42162.3,-41488.2,-41369.6,-41285,-41270.7,-41133.8,-41045.3,-40986.9,-40959.5,-40698,-39934.6,-39870.5,-40218.2,-39428.2,-39655.9,-39157.4,-38243.9,-38103,-38008.1,-36817.1,-36073.5,-30416.1,-29395.8,-28112.9,-27886.2,-27685.3,
532,-46632.2,-41492.6,-41452.1,-41285.6,-41243.6,-41062.8,-41028.8,-40979.2,-40957.7,-40433.8,-39926.8,-40493.6,-40560.8,-39417.4,-39750.8,-39148.8,-38242.7,-38106.8,-37287,-37032.2,-36073.5,-30416.1,-30050,-28071.3,-28056.6,-27685.3,
533,-43920,-42353.9,-42310.7,-42022.5,-41283.3,-41042.9,-41006.4,-40888.2,-40518.2,-39940.7,-40033.8,-40493.6,-39767.8,-39417.4,-39750.8,-39148.8,-38242.7,-38106.8,-37322.4,-37033.9,-36073.5,-30416.1,-29602.2,-29418.5,-28056.6,-27685.3,
534,-43820.1,-42183.7,-42100.4,-42022.5,-41470.4,-41347.3,-41003.2,-41001,-40884.4,-40362.4,-40033.8,-40493.6,-40445.3,-39417.4,-39909.5,-39112.5,-38330.7,-38106.8,-37592.3,-37033.9,-36073.5,-30416.1,-29983,-29151.4,-28241.5,-27685.3,
535,-42729,-42183.7,-42172.1,-42022.5,-41470.4,-41138.4,-41047.3,-40915.6,-40884.4,-40138.2,-40089.3,-39969.8,-40886.3,-39417.4,-39909.5,-39112.5,-38390.9,-38106.8,-37831.5,-36959.7,-36338.7,-30416.1,-29620.6,-28650,-28241.5,-27685.3,
536,-43706,-42183.7,-42040.3,-42022.5,-41566.3,-41204.2,-41196,-41164.7,-40906.2,-40452.7,-39970,-40441.5,-40380.7,-39950.5,-39967.5,-39574.3,-38400,-38297.6,-37869.9,-36959.7,-36338.7,-30799.4,-29457.8,-28437.5,-27794.5,-27685.3,
537,-44415.7,-42183.7,-42170.9,-42022.5,-40867.5,-40861.5,-40830.2,-40656.3,-40597.6,-39845.4,-40031.8,-40252.4,-40106.2,-39443.1,-39770,-39423.3,-38387.9,-38385.8,-37048.8,-36959.7,-36338.7,-30799.4,-29457.8,-28549.1,-27952.2,-27685.3,
538,-46754,-42183.7,-42136.1,-42022.5,-41002.7,-40891.4,-40873.4,-40750.7,-40620.1,-39930.5,-39882.5,-40558.7,-40467.8,-39561.7,-39861.4,-39543.5,-38594.3,-38592.4,-38124.9,-36718.7,-36338.7,-30799.4,-29457.8,-28007,-27952.2,-27685.3,
539,-46272.5,-42183.7,-42030.1,-41832.8,-41223.2,-41032.6,-40881.6,-40700.7,-40620.1,-39930.5,-39962.5,-40178.1,-40491.4,-39414.4,-39849.2,-39745.4,-38594.3,-38174.5,-37585.9,-36952.9,-36338.7,-30799.4,-30493.4,-29375,-27924.3,-27685.3,
540,-45822.9,-42569.1,-41944.3,-41330.3,-41207.9,-41153.5,-40720.6,-40692.3,-40620.1,-40061.9,-39962.5,-40227.1,-40234.8,-39414.4,-39840.2,-39745.4,-38594.3,-38167.8,-37891.3,-36734.4,-36338.7,-30799.4,-30297.5,-29766.9,-27924.3,-25202.7,
541,-44328.2,-42569.1,-42306.8,-42013.7,-41180.8,-41089.4,-40971.3,-40789.2,-40620.1,-40061.9,-39962.5,-40227.1,-40331,-39414.4,-39939.2,-39436.7,-38419.1,-38253.3,-37400.4,-36734.4,-36338.7,-30799.4,-30297.5,-29457.4,-27924.3,-25202.7,
542,-45075,-43920.5,-42469.4,-42013.7,-41180.8,-41133.8,-40976.2,-40865,-40620.1,-39924.8,-39962.5,-40227.1,-40052.9,-39884.6,-39771,-39436.7,-38419.1,-38253.3,-37059.6,-36734.4,-36338.7,-30799.4,-29694.8,-29290.7,-27955,-26487.9,
543,-43322.1,-43283.8,-42469.4,-41880.9,-41180.8,-41097.4,-40976.2,-40870.2,-40620.1,-39924.8,-39962.5,-40126.2,-40156.6,-39748.5,-39771,-39436.7,-38419.1,-38281.1,-37498.8,-36837.9,-36338.7,-30799.4,-29789.5,-29132,-27955,-26487.9,
544,-46703.7,-42907.9,-42493.6,-42410.5,-41180.8,-41093.2,-40924.2,-40747.9,-40708.7,-40002.8,-40026.2,-40590,-40102.1,-39804.1,-39827.4,-39547.2,-38824.3,-38281.1,-38184.4,-37308.6,-36338.7,-30799.4,-29803.9,-29107.7,-27899.1,-26881.5,
545,-43665.1,-42907.9,-42482.8,-42397.5,-41135.8,-41046,-40890.1,-40829.2,-40651.4,-39927.2,-39951.2,-39926.4,-40098.1,-39723.4,-39747.2,-39192.3,-38730,-38244.5,-38034.8,-37532.2,-36238.7,-30758,-30261.6,-28159.4,-28120.7,-26881.5,
546,-43189.6,-42907.9,-42411.5,-42369.9,-41376.4,-41249.5,-41073.7,-41038.9,-41018.7,-40067.2,-40276.5,-40609.2,-40918.2,-39846.4,-39872.2,-39424.7,-38598.6,-38462.4,-38410.4,-37615,-36238.7,-30758,-29201,-28969.3,-28120.7,-26928.8,
547,-46697.2,-42804.9,-42452.4,-42410.9,-41376.4,-41344.8,-41073.7,-41026.2,-41018.7,-40067.2,-40276.5,-40334,-40234.1,-39846.4,-39872.2,-39958.9,-38598.6,-38513.3,-37943.2,-37878,-36238.7,-30758,-30242.4,-29035.5,-27855.4,-26928.8,
548,-43163.1,-42848.6,-42456.7,-42410.9,-41394.5,-41345.2,-41193.7,-41060.1,-41018.7,-40045,-40276.5,-40735.5,-40675.2,-39846.4,-39415.2,-39322.8,-38598.6,-38318.4,-38292.7,-37878,-36238.7,-30758,-30384.4,-28479.1,-27855.4,-26928.8,
549,-46460,-42943.4,-42307.2,-42193.8,-41451.3,-41199.1,-41193.7,-41173.7,-41018.7,-40141.7,-40276.5,-40735.5,-40428.1,-39846.4,-39415.2,-39335.9,-38774.1,-38582.1,-37759,-37700.8,-36238.7,-30174.2,-29610.2,-28479.1,-27855.4,-27182.4,
550,-46850,-42943.4,-42327.6,-42193.8,-41451.3,-41292.1,-41175,-41166.5,-41018.7,-40141.7,-40419,-40561.6,-41165.3,-39441.9,-39415.2,-39335.9,-38774.1,-38102.2,-37848.4,-37472.7,-36238.7,-30174.2,-29506.5,-29463.2,-28085.5,-27182.4,
551,-44113.8,-42943.4,-42110.7,-41721.4,-41305.2,-41295.4,-41175,-41024,-41018.7,-40141.7,-39661.8,-40708.1,-40083,-39441.9,-39415.2,-38882.1,-38219,-38132.7,-37496.7,-37103.7,-36238.7,-30174.2,-29639.7,-29062.3,-28085.5,-27182.4,
552,-45186.1,-42323.6,-42316.7,-41948.6,-41305.2,-41189.5,-41175,-41084,-41018.7,-40141.7,-39661.8,-40708.1,-40569.4,-39441.9,-39415.2,-39273.2,-38219,-38027.9,-37679.7,-37103.7,-36238.7,-30174.2,-29877.7,-28646.1,-27853.6,-27016.5,
553,-44317.8,-42323.6,-42003.6,-41948.6,-41305.2,-41299.3,-41180.9,-41132,-41018.7,-39716.1,-39569.4,-40708.1,-39789.2,-39441.9,-39415.2,-39273.2,-38219,-38027.9,-37822.7,-37103.7,-36238.7,-30174.2,-28934.6,-28907.6,-27853.6,-26847.1,
554,-47278.7,-42323.6,-42224.9,-42136.4,-41305.2,-41210.5,-41202.2,-41026.3,-41018.7,-39716.1,-39796.6,-40708.1,-40579.3,-39441.9,-39547.2,-39273.2,-38219,-38091.1,-38005.2,-37725,-35273.1,-30174.2,-29990.2,-27954.1,-27853.6,-26847.1,
555,-43849.9,-42323.6,-42254.2,-42011.7,-41603.7,-41142.6,-41071.2,-41065.2,-41018.7,-40354.1,-39796.6,-40087.1,-40961.3,-39441.9,-39547.2,-39273.2,-38284.4,-38012,-37805.3,-37725,-35273.1,-29980.2,-29852.2,-29147.3,-27853.6,-26847.1,
556,-46381.6,-42323.6,-42235,-41885.2,-41727,-41361.6,-41065.8,-41030.7,-41018.7,-40354.1,-39796.6,-40059.2,-40432.7,-39441.9,-39790,-39273.2,-38284.4,-38119,-37805.3,-37725,-35273.1,-29980.2,-28957.4,-28938.6,-27853.6,-26732.6,
557,-46295.6,-42323.6,-42002.2,-41838.8,-41791.9,-41660.1,-41053.4,-41020.2,-41018.7,-40106,-40095.6,-40704.5,-39907,-39441.9,-39760.9,-39273.2,-38284.4,-38119,-37743.1,-37725,-35273.1,-29980.2,-28697.4,-28308.5,-27813.9,-24633.2,
558,-47243.4,-42510.7,-41879.6,-41745,-41387.5,-41207.2,-41053.4,-41036.2,-41018.7,-40428.3,-40095.6,-40704.5,-39880.4,-39225.5,-39658,-39273.2,-38284.4,-38241.2,-37756.2,-37725,-35273.1,-29980.2,-29119,-27930.2,-27885.1,-27120.2,
559,-42645.8,-42510.7,-41879.6,-41779.2,-41684.9,-41364.1,-41102.8,-41061.6,-41018.7,-40428.3,-40277.2,-40599,-40090.6,-39225.5,-40032.2,-39273.2,-38284.4,-38241.2,-37997.1,-37723.3,-35273.1,-29980.2,-28225.1,-27930.2,-27885.1,-26654.7,
560,-44810.9,-42252.6,-42121.7,-41805.1,-41752.9,-41429.9,-41067.5,-40991.7,-40978.3,-40352.2,-40010.1,-40668.9,-40205.6,-39076.4,-39932,-39127,-38277.9,-38185.1,-37960.4,-37755.1,-35590.1,-30913,-29718.9,-28397.9,-27885.1,-26262.6,
561,-47379.1,-42384,-42045.1,-42000.3,-41876.7,-41240.1,-41036.2,-41003.6,-40978.3,-40352.2,-40010.1,-39996.9,-40376.1,-39076.4,-39932,-39869,-38277.9,-38123,-37849.9,-37767.1,-35590.1,-30913,-29718.9,-28189.1,-27655.4,-26234.8,
562,-46099.6,-42384,-42253.9,-41906.5,-41823.6,-41470.4,-41036.2,-40990.2,-40978.3,-40161.1,-40010.1,-40581.5,-40099.6,-39076.4,-39932,-39513.7,-38277.9,-38088.6,-38073.9,-37767.1,-35590.1,-30913,-29718.9,-27854.9,-27803.4,-26633.7,
563,-45192,-42384,-42106.3,-41961.8,-41901.1,-41470.4,-41177.4,-40990.2,-40978.3,-40161.1,-40010.1,-40609.9,-40295.9,-39360.4,-39963,-39513.7,-38277.9,-38188.6,-37777,-37767.1,-35590.1,-30913,-30162.8,-27854.9,-27803.4,-26735.1,
564,-45500.6,-42384,-42082.7,-41931.6,-41523.6,-41494.7,-41177.4,-41056.7,-40978.3,-40161.1,-40010.1,-40632.3,-40629.8,-39509.1,-39963,-39513.7,-38353.1,-38188.6,-38101,-37767.1,-35590.1,-30913,-29867.3,-29627.1,-27679.7,-27383.8,
565,-42543.4,-42140.5,-42073,-41931.6,-41523.6,-41207.3,-41177.4,-40839.1,-40462.3,-40161.1,-40010.1,-40186.3,-40041.3,-39403.2,-39688.7,-39513.7,-38455.3,-38136,-38113.2,-37767.1,-36801.2,-30913,-30608.6,-27751.7,-27636.2,-27383.8,
566,-42104.4,-42045.9,-41858,-41818.8,-41562.4,-41207.3,-40908.1,-40675.6,-40462.3,-40161.1,-40010.1,-40579.7,-40488.1,-39403.2,-39980.9,-39605.8,-38455.3,-38018.6,-37911.6,-37767.1,-36801.2,-30913,-28598.2,-27751.7,-27636.2,-27383.8,
567,-43735.3,-42056.5,-42000.6,-41962.1,-41562.4,-41207.3,-40990.4,-40969.4,-40551.4,-40154.3,-40010.1,-40523.5,-40669.6,-39338.4,-39980.9,-39605.8,-38455.3,-38107.5,-37958.3,-37767.1,-36801.2,-30667.5,-29472.9,-28030.2,-27782.9,-26643.4,
568,-45734.3,-42056.5,-42004.3,-41594.8,-41442.7,-41381,-41122.9,-40992.1,-40868.8,-40425.4,-39995.4,-40523.5,-40619.5,-39338.4,-39765.9,-39605.8,-38455.3,-38134.6,-37794.3,-37408.1,-36801.2,-30667.5,-30151.6,-29406.9,-27860,-27238,
569,-45611.7,-42056.5,-41665,-41544.6,-41391.4,-41381,-41013.5,-40950.7,-40868.8,-40146.5,-39995.4,-40174.2,-40914.9,-39296.9,-39816.2,-39605.8,-39022.7,-38134.6,-37564.3,-37360.9,-36801.2,-30667.5,-29868.2,-28420.3,-27860,-25472.6,
570,-46271.6,-42056.5,-41946.4,-41763.7,-41521.6,-41342,-41013.5,-40997.5,-40868.8,-40476.8,-39995.4,-40284.9,-39846.2,-39296.9,-39816.2,-39605.8,-38250.4,-38160.7,-37899.6,-37360.9,-36801.2,-30323.7,-29868.2,-28713.8,-27860,-26044.4,
571,-44638.3,-42056.5,-42039.9,-41763.7,-41469.4,-41297.3,-41013.5,-40924.3,-40862.9,-40405.9,-39995.4,-40866.1,-39818.3,-39746.9,-39816.2,-39731.2,-38250.4,-38000.3,-37691.9,-37082,-36718.9,-30241.3,-29880.9,-28744.4,-28311.4,-27990.2,
572,-45178.4,-42056.5,-41821.2,-41723.8,-41647.3,-41297.3,-41082,-41011.8,-40598.8,-40579.2,-39995.4,-40866.1,-40397,-39044.8,-39816.2,-39731.2,-38250.4,-37412.7,-37108.3,-37071.1,-36718.9,-30241.3,-28454.4,-28156.2,-28086.4,-27990.2,
573,-45731,-42056.5,-41726.1,-41641.5,-41614.9,-41388,-41082,-41033,-40598.8,-40389,-39995.4,-40866.1,-40599.6,-39044.8,-39816.2,-39731.2,-37607.1,-37412.7,-37129.2,-37087.8,-36718.9,-30241.3,-29594.5,-28141.7,-28018.4,-27990.2,
574,-44001.4,-42233.3,-41987.2,-41591.2,-41576.5,-41388,-41172.7,-40777.9,-40598.8,-40389,-39995.4,-40050,-40131.8,-39730.4,-39816.2,-39731.2,-38134.3,-38046.8,-37254.1,-37087.8,-36718.9,-30241.3,-29594.5,-28141.7,-28003.4,-27990.2,
575,-45985.4,-42165.6,-41697.7,-41664.3,-41573,-41450.7,-41266.9,-41189,-40820.9,-40688.7,-40164.9,-40165.6,-40357.6,-39820.7,-39970.1,-39877.7,-38142,-38046.8,-37146.5,-36981.1,-36718.9,-30241.3,-28571.7,-28141.7,-27895.3,-27201.1,
576,-42423.3,-42088.5,-41876.7,-41770,-41657.9,-41386.2,-41266.9,-40990.3,-40820.9,-40651.9,-40164.9,-40615.5,-40009.3,-39796.6,-39970.1,-39355.7,-38142,-38113.7,-37673.4,-36981.1,-36718.9,-30241.3,-29198.4,-28141.7,-27895.3,-27201.1,
577,-43231.3,-42046.1,-42045.2,-42022.7,-41641.6,-41359.7,-41231,-41047.1,-40820.9,-40651.9,-40164.9,-40677.4,-40228.7,-39796.6,-39970.1,-39355.7,-38142,-38113.7,-37218.1,-36883.4,-36718.9,-30241.3,-30029.4,-28929.5,-27829.7,-27201.1,
578,-42266.1,-42046.1,-42039.8,-42022.7,-41641.6,-41364.5,-41222.1,-41182.3,-40861.4,-40651.9,-40164.9,-40677.4,-40450.3,-39796.6,-39970.1,-39747.7,-38142,-38113.7,-37402.8,-37253.5,-36568.6,-30241.3,-29315.7,-28714.4,-27829.7,-27201.1,
579,-46169,-42046.1,-42031.6,-42022.7,-41641.6,-41485.2,-41315.6,-41036.9,-40861.4,-40651.9,-40164.9,-40391.7,-40305.1,-39796.6,-39970.1,-39747.7,-38142,-38034.3,-37868.6,-37253.5,-36568.6,-30241.3,-29662.2,-27889.3,-27774.2,-26753.4,
580,-46876,-44195.7,-41948.5,-41876.8,-41828.1,-41485.2,-41315.6,-41141.4,-41035.8,-40651.9,-40164.9,-40391.7,-40571.6,-39796.6,-39970.1,-39747.7,-38142,-37856.9,-37565.9,-37270.9,-36568.6,-30241.3,-28326.8,-27889.3,-27774.2,-26753.4,
581,-44344.6,-42655.5,-42279.4,-41811,-41651.1,-41552.7,-41315.6,-41065.4,-41035.8,-40627,-40164.9,-40626.4,-40801.8,-39328.3,-39754.7,-39747.7,-38142,-38028.6,-37855.9,-37270.9,-36568.6,-30241.3,-28726.3,-27889.3,-27774.2,-27392.6,
582,-47428.9,-42655.5,-42279.4,-41847.7,-41801.1,-41367.7,-41319.9,-41204,-41043.8,-39956,-40184,-40654.3,-40791.9,-39326.2,-39654.5,-39415.4,-38170.4,-38075.2,-37535,-37444.8,-36568.6,-30241.3,-28762.7,-28564.2,-27718.5,-27027.2,
583,-47071.2,-46835.2,-41888.3,-41713.6,-41637.3,-41367.7,-41347.3,-41067.1,-41043.8,-40177.8,-40184,-40060.7,-39845.6,-39659.5,-39654.5,-39415.4,-38170.4,-38092.4,-37996.6,-37444.8,-36568.6,-30241.3,-29428.9,-28650.6,-27718.5,-27027.2,
584,-46563.4,-41848,-41834.1,-41644.8,-41634,-41315,-41302.4,-41067.1,-41043.8,-40177.8,-40184,-40732.7,-39964.4,-39659.5,-39654.5,-39415.4,-38122.7,-37954.4,-37551.8,-37444.8,-36568.6,-30241.3,-28772.8,-27894.6,-27564.5,-27027.2,
585,-45339.3,-42203.4,-41906.8,-41750.1,-41450.7,-41323.2,-41148.5,-41142.2,-41043.8,-40177.8,-40184,-40400.3,-39753,-39659.5,-39654.5,-39290.2,-38122.7,-37954.4,-37545.8,-37391.9,-36568.6,-30241.3,-29263.5,-28681,-28198.9,-27027.2,
586,-44302.3,-42203.4,-41881.8,-41750.1,-41450.7,-41432.8,-41181.9,-41087,-41049.7,-40196.3,-39979.7,-40415.6,-40354.4,-39685.6,-39680.7,-39115,-38171.1,-38005.3,-37648.9,-37391.9,-36568.6,-30241.3,-28966.3,-28290.6,-27864.9,-27027.2,
587,-44050.1,-42203.4,-41861.9,-41681,-41450.7,-41209,-41112.4,-41077.8,-40710.4,-40252,-40645.9,-40932.7,-40640.9,-39685.6,-39824.3,-39115,-38852.9,-38611.5,-37961.3,-37304.5,-36605.9,-30336.5,-29825.2,-29030.9,-27864.9,-27027.2,
588,-44035.6,-42203.4,-41869.4,-41782.4,-41234,-41218.6,-41139.5,-40983.9,-40827.3,-40228.7,-40645.9,-40940.7,-40214.5,-40008,-39824.3,-39224.6,-38852.9,-38448,-38444.3,-37271,-36605.9,-30336.5,-29901.9,-29119.9,-27888.8,-27027.2,
589,-45184.4,-42203.4,-42102.8,-41575.7,-41234,-41218.6,-41139.5,-40955.5,-40827.3,-40213.1,-40645.9,-40356.4,-40326.2,-39962.2,-39824.3,-39341.1,-38605.2,-38477.8,-38425.6,-37371.1,-36605.9,-30336.5,-29468.4,-28058.5,-27888.8,-25126.9,
590,-45769.4,-42094.3,-42041.6,-41631.7,-41257.4,-41169.9,-41163,-41124.6,-40827.3,-40673.1,-40718.6,-40283.4,-40779.1,-39862.4,-39824.3,-39782.7,-38605.2,-38582.5,-38384.4,-37371.1,-36605.9,-30336.5,-29464.8,-28627.5,-28002.5,-27850.9,
591,-43855.5,-42094.3,-41904,-41812.1,-41257.4,-41175.1,-41164.1,-41111.5,-40915.4,-40840.1,-40718.6,-40543.9,-40695.6,-39862.4,-40113.9,-39782.7,-38605.2,-38582.5,-38269.8,-37371.1,-36605.9,-30109.5,-29180.5,-29162.9,-28002.5,-26826.4,
592,-42462.6,-42094.3,-41925.2,-41665.6,-41257.4,-41247.8,-41176.1,-41087.6,-40915.4,-40840.1,-40155,-40358.7,-41071.3,-39862.4,-40113.9,-39187.1,-38605.2,-38414.8,-37757,-37371.1,-36605.9,-29818.8,-29605.7,-28716.5,-28002.5,-26826.4,
593,-45700.6,-42439.4,-42124.3,-41528.6,-41257.4,-41243.1,-41176.1,-41005.7,-40915.4,-40857,-40313.9,-40294.4,-40505.1,-39934.6,-40113.9,-39187.1,-38569.4,-38451.6,-38250.4,-37371.1,-36605.9,-29818.8,-28990.1,-28816.9,-28002.5,-24451.9,
594,-47133.6,-42478.4,-41739.6,-41692.8,-41257.4,-41195.3,-41051.5,-41005.7,-40915.4,-40645.3,-40313.9,-40666.6,-40874.9,-39934.6,-39607.7,-39854.4,-38569.4,-38451.6,-37521,-37371.1,-36605.9,-29818.8,-28901.3,-28189.2,-27726.6,-24451.9,
595,-44461,-42478.4,-41761.1,-41692.8,-41575.7,-41445.7,-41442.4,-40892.1,-40844.3,-40627.4,-40118,-40742.3,-40862.4,-39659.9,-39265,-39789,-38011.1,-37868.9,-37518.8,-37371.1,-36605.9,-29818.8,-28381,-27919.9,-27726.6,-26761.6,
596,-44081.5,-42478.4,-41737.8,-41638.3,-41485.2,-41460,-40911.1,-40892.1,-40820.1,-40779,-40257.5,-40525.5,-40747,-39659.9,-39240.6,-39789,-38229.5,-37851,-37400.7,-37371.1,-36605.9,-29818.8,-29051.4,-27942.9,-27726.6,-22241.8,
597,-45143.2,-42478.4,-41737.8,-41709.4,-41626.5,-41044.3,-40938.2,-40839,-40820.1,-40779,-40257.5,-40525.5,-40631.9,-39576,-39240.6,-39789,-38229.5,-37765.2,-37571.5,-37212.4,-36624.8,-29999.4,-29665.9,-28141.7,-28126.3,-27713.4,
