# ChronoModel 2.0.18
# ChronoModel Project
# Date Format : BC/AD
iter,UP Begin,UP End,VI,XI,XII
12424,-37187.0384611465,-29801.9444730861,-29801.9444730861,-36355.2143849314,-37187.0384611465
12425,-37534.8269397826,-30791.3748807595,-30791.3748807595,-36640.4414967649,-37534.8269397826
12426,-37859.9090256995,-31352.2026393047,-31352.2026393047,-35539.0721914871,-37859.9090256995
12427,-37758.3989839217,-31431.0820136676,-31431.0820136676,-35118.1108647228,-37758.3989839217
12428,-37518.5004835711,-29926.6200173042,-29926.6200173042,-36094.1213806082,-37518.5004835711
12429,-37146.3446649705,-30635.3499161795,-30635.3499161795,-36362.0193706968,-37146.3446649705
12430,-37752.5890906955,-29900.6444387676,-29900.6444387676,-36138.611909631,-37752.5890906955
12431,-38263.846946294,-30339.2983884765,-30339.2983884765,-37002.3226295923,-38263.846946294
12432,-38147.5491060022,-30095.1267116672,-30095.1267116672,-35952.0667399934,-38147.5491060022
12433,-37358.8987327408,-30838.764527003,-30838.764527003,-37097.2796317888,-37358.8987327408
12434,-38609.210634398,-30251.6003788739,-30251.6003788739,-36283.6982878205,-38609.210634398
12435,-37652.8655697099,-30128.2571949056,-30128.2571949056,-35752.884782913,-37652.8655697099
12436,-38036.8261908161,-30864.9430541413,-30864.9430541413,-35961.3827802503,-38036.8261908161
12437,-37725.9179598228,-30140.3981641811,-30140.3981641811,-35280.4576415097,-37725.9179598228
12438,-38340.0806408773,-30187.2146394545,-30187.2146394545,-36358.2483658929,-38340.0806408773
12439,-37774.253129667,-30565.5277306531,-30565.5277306531,-32502.912426543,-37774.253129667
12440,-37053.5912446702,-30252.9360437216,-30252.9360437216,-36210.1813092286,-37053.5912446702
12441,-37945.6244989667,-30468.1314714611,-30468.1314714611,-36158.4498446694,-37945.6244989667
12442,-38010.5366384935,-29853.4256636605,-29853.4256636605,-36452.8484229932,-38010.5366384935
12443,-37954.3157156933,-30641.5370226069,-30641.5370226069,-36383.9085628524,-37954.3157156933
12444,-37658.3711417777,-30172.2555311475,-30172.2555311475,-36405.5196462105,-37658.3711417777
12445,-37696.1196892104,-30395.2182747309,-30395.2182747309,-36470.3528137114,-37696.1196892104
12446,-37635.0402506413,-30642.7939876615,-30642.7939876615,-35824.8372198007,-37635.0402506413
12447,-38124.201324822,-30050.5466477189,-30050.5466477189,-36336.7672360735,-38124.201324822
12448,-37226.6718395691,-29827.381733893,-29827.381733893,-36664.8654673069,-37226.6718395691
12449,-37817.2555574831,-29570.6829248274,-29570.6829248274,-36853.2344565765,-37817.2555574831
12450,-37234.6329086518,-30728.7017633459,-30728.7017633459,-35933.831586778,-37234.6329086518
12451,-37761.4818927389,-30617.4758502766,-30617.4758502766,-36286.4743293275,-37761.4818927389
12452,-37639.6425532244,-30234.6521892112,-30234.6521892112,-36452.8488666855,-37639.6425532244
12453,-37006.5022925844,-30353.3480793296,-30353.3480793296,-36490.2315344067,-37006.5022925844
12454,-37955.9646580715,-30546.1183735678,-30546.1183735678,-37305.5100167614,-37955.9646580715
12455,-37956.2223910204,-30741.6954235335,-30741.6954235335,-36456.8279704885,-37956.2223910204
12456,-37251.7361351412,-30194.9077093486,-30194.9077093486,-36473.5531746236,-37251.7361351412
12457,-37792.9973172121,-29704.4665272549,-29704.4665272549,-37152.9357630175,-37792.9973172121
12458,-37372.8870574957,-30634.5273273865,-30634.5273273865,-36372.8937642536,-37372.8870574957
12459,-38233.9472473564,-30271.4341053605,-30271.4341053605,-35500.3313750282,-38233.9472473564
12460,-37672.0614651869,-30760.4182223405,-30760.4182223405,-35858.9892662171,-37672.0614651869
12461,-38403.6933915113,-30264.1358497467,-30264.1358497467,-36916.8353460384,-38403.6933915113
12462,-37634.4426527696,-30173.7610354657,-30173.7610354657,-36518.7505777923,-37634.4426527696
12463,-37645.3236314345,-29005.124674429,-29005.124674429,-36103.3347812243,-37645.3236314345
12464,-38476.637934787,-30203.5280242548,-30203.5280242548,-36434.0409630957,-38476.637934787
12465,-37909.8527918734,-30297.0827860959,-30297.0827860959,-35020.546729448,-37909.8527918734
12466,-38098.7561054022,-29987.1298563643,-29987.1298563643,-36355.9046939449,-38098.7561054022
12467,-38144.1431582894,-30382.3405126957,-30382.3405126957,-36438.1710352177,-38144.1431582894
12468,-37560.8596562103,-30194.3937864078,-30194.3937864078,-35396.4056717623,-37560.8596562103
12469,-38029.9019588155,-30513.903557097,-30513.903557097,-36315.4308509439,-38029.9019588155
12470,-38305.7444145591,-30478.7589192011,-30478.7589192011,-36068.5089087222,-38305.7444145591
12471,-37545.1077775107,-31134.0817482449,-31134.0817482449,-36171.9084084075,-37545.1077775107
12472,-37992.7533632982,-30980.263966096,-30980.263966096,-36816.566036056,-37992.7533632982
12473,-38025.3344863614,-30309.0813672784,-30309.0813672784,-36380.9590824568,-38025.3344863614
12474,-38125.7384107671,-32081.3725853818,-32081.3725853818,-36005.7947319838,-38125.7384107671
12475,-37868.3459843044,-29911.1823436237,-29911.1823436237,-36829.5498838275,-37868.3459843044
12476,-37953.1784636461,-29788.9664832295,-29788.9664832295,-36479.4971211325,-37953.1784636461
12477,-38209.2177152987,-30006.4931832899,-30006.4931832899,-36647.8896117304,-38209.2177152987
12478,-37474.4571253761,-31079.3391240402,-31079.3391240402,-36267.9146703692,-37474.4571253761
12479,-37434.8713765266,-30278.448491178,-30278.448491178,-36513.5133006264,-37434.8713765266
12480,-37764.6009220977,-30129.8767355476,-30129.8767355476,-36579.2432574144,-37764.6009220977
12481,-37858.6464033949,-30378.460895772,-30378.460895772,-36517.7252128653,-37858.6464033949
12482,-37957.975663164,-30583.448186129,-30583.448186129,-35989.3261630101,-37957.975663164
12483,-37752.3592866165,-30469.7108262338,-30469.7108262338,-35788.8798188469,-37752.3592866165
12484,-37845.7814285876,-28680.1349638359,-28680.1349638359,-33041.0916008018,-37845.7814285876
12485,-37246.8780741099,-30765.9378280117,-30765.9378280117,-36553.0997410706,-37246.8780741099
12486,-37689.7767024942,-30686.1498253505,-30686.1498253505,-36346.8466096759,-37689.7767024942
12487,-38032.3151798345,-30347.0646259259,-30347.0646259259,-36750.9499251783,-38032.3151798345
12488,-37438.8676674619,-30764.544749655,-30764.544749655,-36605.5086346222,-37438.8676674619
12489,-37766.094431299,-30323.1342459358,-30323.1342459358,-36364.585380079,-37766.094431299
12490,-38151.9190978109,-30399.22177901,-30399.22177901,-36921.3353169688,-38151.9190978109
12491,-38142.1453538314,-30238.5297959148,-30238.5297959148,-36481.410459131,-38142.1453538314
12492,-37526.1396708047,-30419.6928146324,-30419.6928146324,-36511.5694814364,-37526.1396708047
12493,-37534.915935987,-30677.0154450559,-30677.0154450559,-35914.8258148411,-37534.915935987
12494,-38174.8642077589,-30959.9562479125,-30959.9562479125,-36401.860351241,-38174.8642077589
12495,-37315.1955279394,-30590.7133818391,-30590.7133818391,-36322.4424467966,-37315.1955279394
12496,-37436.828749797,-30837.5745590942,-30837.5745590942,-37053.1032867701,-37436.828749797
12497,-38342.973637218,-30042.42683144,-30042.42683144,-35624.4610907503,-38342.973637218
12498,-38035.502749151,-29701.0251440114,-29701.0251440114,-36799.9348067919,-38035.502749151
12499,-37847.0205628731,-30317.076216783,-30317.076216783,-36514.9928515851,-37847.0205628731
12500,-37448.868465931,-29665.0028301161,-29665.0028301161,-35858.8985236953,-37448.868465931
12501,-36626.5811588394,-30609.8159542806,-30609.8159542806,-36284.301981792,-36626.5811588394
12502,-37937.6389693857,-30559.1074299416,-30559.1074299416,-36593.9899376036,-37937.6389693857
12503,-37897.9804400964,-29939.1259536924,-29939.1259536924,-36295.6940018774,-37897.9804400964
12504,-38446.3665736329,-30341.4582770258,-30341.4582770258,-36389.8096066462,-38446.3665736329
12505,-37770.1832444443,-30393.3862004135,-30393.3862004135,-36636.388048155,-37770.1832444443
12506,-38366.7395517439,-30322.5766055875,-30322.5766055875,-36616.473945209,-38366.7395517439
12507,-38367.8749202584,-29260.334980849,-29260.334980849,-36283.3492597992,-38367.8749202584
12508,-38079.3587347892,-31272.4169985381,-31272.4169985381,-35724.1839524671,-38079.3587347892
12509,-37923.7387801338,-30599.789201967,-30599.789201967,-36241.2997169732,-37923.7387801338
12510,-38064.7371711473,-29847.8088212909,-29847.8088212909,-36008.5762777034,-38064.7371711473
12511,-37064.2726998829,-30563.9468264853,-30563.9468264853,-35766.3768878419,-37064.2726998829
12512,-38137.0948585036,-30531.0042755017,-30531.0042755017,-36431.2217546685,-38137.0948585036
12513,-37877.6498604594,-30010.3581352757,-30010.3581352757,-36852.550354935,-37877.6498604594
12514,-38205.2287228869,-31217.9004785926,-31217.9004785926,-33099.4559802593,-38205.2287228869
12515,-37242.2940050284,-30656.1993371827,-30656.1993371827,-37076.8421992386,-37242.2940050284
12516,-37503.4065014666,-30494.8922887877,-30494.8922887877,-36532.0876740693,-37503.4065014666
12517,-37540.158974191,-29369.5151690717,-29369.5151690717,-36309.1797936475,-37540.158974191
12518,-37638.3467262787,-30427.4630082685,-30427.4630082685,-36909.5638324179,-37638.3467262787
12519,-38055.0379362951,-30624.8721278308,-30624.8721278308,-36345.3975257983,-38055.0379362951
12520,-37419.4244899485,-29755.3797418762,-29755.3797418762,-36768.5870762448,-37419.4244899485
12521,-37777.6429521109,-29826.8573823149,-29826.8573823149,-36893.7226268083,-37777.6429521109
12522,-37727.1766841361,-30467.386458732,-30467.386458732,-36376.5438220325,-37727.1766841361
12523,-38485.6186750499,-30732.0598913828,-30732.0598913828,-36866.2943683815,-38485.6186750499
12524,-37573.5856731952,-30529.3458248189,-30529.3458248189,-36025.101329375,-37573.5856731952
12525,-37602.6005089815,-30687.3864558713,-30687.3864558713,-36230.2741788667,-37602.6005089815
12526,-37601.8909991885,-30882.4719109727,-30882.4719109727,-36074.4981624605,-37601.8909991885
12527,-37679.5924211138,-30516.8485137662,-30516.8485137662,-36824.2973685994,-37679.5924211138
12528,-37823.7908605874,-31390.0942495005,-31390.0942495005,-36389.1632981613,-37823.7908605874
12529,-37997.3400992391,-30644.8900506336,-30644.8900506336,-36302.281917575,-37997.3400992391
12530,-38111.9006716459,-30472.0503238644,-30472.0503238644,-36731.5549360718,-38111.9006716459
12531,-37333.4140979575,-34721.5681949727,-34721.5681949727,-36179.7936956171,-37333.4140979575
12532,-37868.3856362276,-29620.8432786423,-29620.8432786423,-36426.31780705,-37868.3856362276
12533,-37301.7173482128,-30396.315964026,-30396.315964026,-36688.6700210516,-37301.7173482128
12534,-38150.7818449302,-30156.8744878501,-30156.8744878501,-36078.242489501,-38150.7818449302
12535,-37662.2484566417,-29975.9835228896,-29975.9835228896,-36151.7166308656,-37662.2484566417
12536,-37086.2893734342,-30175.2798822134,-30175.2798822134,-35992.4854469961,-37086.2893734342
12537,-37381.2305637806,-29803.2353830281,-29803.2353830281,-35992.3505707915,-37381.2305637806
12538,-37822.0852513224,-31676.9268737869,-31676.9268737869,-36375.2412589401,-37822.0852513224
12539,-37882.3074694396,-30689.6649732166,-30689.6649732166,-36463.4875839821,-37882.3074694396
12540,-38099.7724026903,-30433.2298413693,-30433.2298413693,-35603.044891408,-38099.7724026903
12541,-37592.5974434282,-32091.4707065854,-32091.4707065854,-35247.3028176492,-37592.5974434282
12542,-37556.4632749409,-28596.1272044656,-28596.1272044656,-35569.0418205148,-37556.4632749409
12543,-37410.9573823627,-31474.7103065361,-31474.7103065361,-34214.419270965,-37410.9573823627
12544,-37972.6237763904,-29582.7175503232,-29582.7175503232,-37476.5123407124,-37972.6237763904
12545,-37940.8992112525,-30426.3623663471,-30426.3623663471,-36287.7325272774,-37940.8992112525
12546,-37532.2977653619,-30342.199119807,-30342.199119807,-36550.087892199,-37532.2977653619
12547,-36845.7646528126,-31451.8077071508,-31451.8077071508,-36768.867879149,-36845.7646528126
12548,-38307.8425751959,-32025.7570220341,-32025.7570220341,-36649.4353348065,-38307.8425751959
12549,-36820.0045343806,-29998.5795571651,-29998.5795571651,-36468.2587264728,-36820.0045343806
12550,-38244.2805311424,-28975.7436156987,-28975.7436156987,-36762.991704184,-38244.2805311424
12551,-38010.9301699655,-30787.6929628696,-30787.6929628696,-34944.7594232465,-38010.9301699655
12552,-38279.9072724293,-30333.4155633915,-30333.4155633915,-36710.7440116584,-38279.9072724293
12553,-37500.8585384615,-30392.551983245,-30392.551983245,-37075.9125304538,-37500.8585384615
12554,-38341.6063348292,-29893.283556519,-29893.283556519,-36715.6198583589,-38341.6063348292
12555,-36424.6560838727,-30469.6605138745,-30469.6605138745,-35538.1809562259,-36424.6560838727
12556,-37296.4658879964,-30590.4921119885,-30590.4921119885,-36287.8689141124,-37296.4658879964
12557,-38043.5475936565,-29964.1034655407,-29964.1034655407,-36319.0500254366,-38043.5475936565
12558,-36577.7059940059,-30155.8698648796,-30155.8698648796,-36492.0566151118,-36577.7059940059
12559,-37251.8743634741,-31404.3536341431,-31404.3536341431,-35920.545398145,-37251.8743634741
12560,-37682.9658045063,-29243.2702711084,-29243.2702711084,-35984.4842477179,-37682.9658045063
12561,-37494.9486674032,-30101.4743161189,-30101.4743161189,-36371.933594651,-37494.9486674032
12562,-38231.1238313536,-29701.898887825,-29701.898887825,-36522.6578465833,-38231.1238313536
12563,-38030.2472144729,-30402.0064151022,-30402.0064151022,-36416.6232010114,-38030.2472144729
12564,-38441.527046006,-30472.2187995309,-30472.2187995309,-36157.9098517087,-38441.527046006
12565,-37531.9582751668,-29670.5307800114,-29670.5307800114,-36726.4974278151,-37531.9582751668
12566,-37478.2054802111,-30688.4200230032,-30688.4200230032,-37266.4147318576,-37478.2054802111
12567,-37824.5106263108,-30531.5646695153,-30531.5646695153,-36590.793775134,-37824.5106263108
12568,-37206.4000945284,-29520.3327283245,-29520.3327283245,-36480.5977897136,-37206.4000945284
12569,-37924.407102305,-30259.2415722423,-30259.2415722423,-36936.3371941162,-37924.407102305
12570,-38351.8537854585,-29993.6167048926,-29993.6167048926,-35801.1053904262,-38351.8537854585
12571,-36610.2746928737,-30372.7035795458,-30372.7035795458,-35295.4357429398,-36610.2746928737
12572,-37610.9453327868,-30268.5675084584,-30268.5675084584,-35878.0035714091,-37610.9453327868
12573,-37797.4649747301,-30803.1148130968,-30803.1148130968,-36565.5751379597,-37797.4649747301
12574,-38209.27121094,-29984.1977264707,-29984.1977264707,-36084.0227282481,-38209.27121094
12575,-37865.5301136631,-30419.9370145456,-30419.9370145456,-36537.0692774741,-37865.5301136631
12576,-38224.0727227627,-30664.9730985596,-30664.9730985596,-36318.2674724979,-38224.0727227627
12577,-38030.9767849202,-30177.5922293595,-30177.5922293595,-36301.5949439038,-38030.9767849202
12578,-38219.0520433754,-29381.2712899229,-29381.2712899229,-36587.9035582844,-38219.0520433754
12579,-37903.9993644026,-30158.4115121072,-30158.4115121072,-36512.5954856521,-37903.9993644026
12580,-36580.7545234917,-30518.1312400979,-30518.1312400979,-35800.9514298531,-36580.7545234917
12581,-36615.4054234763,-30237.9070036725,-30237.9070036725,-36221.7887671128,-36615.4054234763
12582,-38710.2923719194,-30845.9148857741,-30845.9148857741,-36547.5131742222,-38710.2923719194
12583,-38146.9941109657,-29361.3003558488,-29361.3003558488,-36629.0716469227,-38146.9941109657
12584,-38881.0511142418,-30339.0348888774,-30339.0348888774,-36056.9462861652,-38881.0511142418
12585,-37196.7573749543,-29998.6754572658,-29998.6754572658,-35356.5497293775,-37196.7573749543
12586,-36867.3093985574,-30500.0294728212,-30500.0294728212,-35927.3965191144,-36867.3093985574
12587,-37012.2431323894,-30447.7403961541,-30447.7403961541,-36740.9368424208,-37012.2431323894
12588,-37747.0010577995,-31191.5414524314,-31191.5414524314,-36657.253605945,-37747.0010577995
12589,-36109.7455747344,-30701.0698876651,-30701.0698876651,-35020.4086574723,-36109.7455747344
12590,-37464.0548969602,-30186.1022565607,-30186.1022565607,-36459.9113156946,-37464.0548969602
12591,-38224.8794612698,-29797.4232266217,-29797.4232266217,-36365.1905353353,-38224.8794612698
12592,-36875.21987395,-30070.5067918151,-30070.5067918151,-35753.9328259787,-36875.21987395
12593,-37560.8426581211,-30335.6650640664,-30335.6650640664,-36505.2619151134,-37560.8426581211
12594,-37959.6936835051,-30437.5612914644,-30437.5612914644,-35247.2243988527,-37959.6936835051
12595,-37423.0911458295,-30360.9500153029,-30360.9500153029,-36762.1028691737,-37423.0911458295
12596,-37789.3966514982,-29917.541375582,-29917.541375582,-36404.8268753635,-37789.3966514982
12597,-38039.091038378,-31059.063117813,-31059.063117813,-35604.6071350278,-38039.091038378
12598,-38038.2725329208,-32542.3270792,-32542.3270792,-36522.8923709762,-38038.2725329208
12599,-38100.3688806841,-30926.3143334298,-30926.3143334298,-35258.35576627,-38100.3688806841
12600,-37218.7354534179,-30424.5901744865,-30424.5901744865,-36613.4377194247,-37218.7354534179
12601,-37758.6075378263,-30160.5546130476,-30160.5546130476,-36037.0697502832,-37758.6075378263
12602,-36973.0201485358,-29748.4640131457,-29748.4640131457,-36734.4677065989,-36973.0201485358
12603,-37702.3755062508,-29690.0482106276,-29690.0482106276,-35838.9509566103,-37702.3755062508
12604,-37351.6593231319,-30060.2459650621,-30060.2459650621,-35659.7694647781,-37351.6593231319
12605,-37710.0291185714,-29652.1905121203,-29652.1905121203,-36070.3512085933,-37710.0291185714
12606,-38685.6107260557,-28877.7052241134,-28877.7052241134,-35512.9916806705,-38685.6107260557
12607,-37311.8332387335,-30662.0567375505,-30662.0567375505,-35865.0316775415,-37311.8332387335
12608,-37811.7391028588,-30132.8546649064,-30132.8546649064,-36145.8397833592,-37811.7391028588
12609,-38111.5176274082,-29429.417925001,-29429.417925001,-36525.222511731,-38111.5176274082
12610,-36783.1098516108,-30177.3226909528,-30177.3226909528,-34421.9900614558,-36783.1098516108
12611,-37941.312617496,-30050.515472086,-30050.515472086,-36247.4823231802,-37941.312617496
12612,-37687.4988754464,-30041.1754792939,-30041.1754792939,-35799.7356850082,-37687.4988754464
12613,-38177.8320281177,-30103.0421450103,-30103.0421450103,-36810.403073623,-38177.8320281177
12614,-37976.0865131785,-29737.6921322273,-29737.6921322273,-36414.7704477005,-37976.0865131785
12615,-38120.5321447706,-30154.1692233912,-30154.1692233912,-36323.0461279261,-38120.5321447706
12616,-38128.5982065581,-29253.0271037944,-29253.0271037944,-36644.3052005907,-38128.5982065581
12617,-37846.3258472097,-30940.7535690216,-30940.7535690216,-36297.8995922886,-37846.3258472097
12618,-37817.2979326859,-30029.0720735718,-30029.0720735718,-36591.6014110698,-37817.2979326859
12619,-37927.8821979129,-30430.2968542261,-30430.2968542261,-35798.5514580035,-37927.8821979129
12620,-38506.3635452594,-30747.4582607841,-30747.4582607841,-36534.6068953512,-38506.3635452594
12621,-37574.8509527416,-31230.7291913708,-31230.7291913708,-37560.3433322542,-37574.8509527416
12622,-36863.9933615276,-30524.0857923374,-30524.0857923374,-35502.9303284238,-36863.9933615276
12623,-38017.098998124,-32586.1940725124,-32586.1940725124,-36292.8695724534,-38017.098998124
12624,-37519.9169518651,-32002.7599448553,-32002.7599448553,-36222.961508657,-37519.9169518651
12625,-37518.4239154054,-30442.9274886071,-30442.9274886071,-35714.6092132361,-37518.4239154054
12626,-37334.8461781659,-30081.5652333545,-30081.5652333545,-36744.6634288034,-37334.8461781659
12627,-36974.0900168227,-30685.4413523986,-30685.4413523986,-36260.6838181599,-36974.0900168227
12628,-38110.7596567658,-30332.7285179189,-30332.7285179189,-36291.2859725544,-38110.7596567658
12629,-37700.2583598251,-29945.3405849645,-29945.3405849645,-36392.5016287468,-37700.2583598251
12630,-37224.8306806328,-30505.2099171046,-30505.2099171046,-36229.4978805383,-37224.8306806328
12631,-38255.5838307624,-30146.4271092599,-30146.4271092599,-36602.1260150682,-38255.5838307624
12632,-37909.7772732344,-30354.4601813251,-30354.4601813251,-36219.8912738304,-37909.7772732344
12633,-37632.9300057699,-30539.1264694642,-30539.1264694642,-36662.2840215749,-37632.9300057699
12634,-38242.9218525885,-30593.9627273135,-30593.9627273135,-36194.756910009,-38242.9218525885
12635,-37816.2021470841,-31075.6740401634,-31075.6740401634,-35845.9588724686,-37816.2021470841
12636,-37577.7035376976,-31444.4391943337,-31444.4391943337,-35230.9008627782,-37577.7035376976
12637,-37331.0559693229,-30094.671508177,-30094.671508177,-36070.4812823491,-37331.0559693229
12638,-38427.4868147636,-30005.0248338252,-30005.0248338252,-36423.4600094959,-38427.4868147636
12639,-37341.0361623473,-30954.674777758,-30954.674777758,-37192.6598859043,-37341.0361623473
12640,-36838.0689581136,-30104.8159231135,-30104.8159231135,-34415.7019642158,-36838.0689581136
12641,-37545.9510353619,-30866.1067046072,-30866.1067046072,-35688.685603298,-37545.9510353619
12642,-37094.0925395672,-30527.4517540604,-30527.4517540604,-35761.6806101727,-37094.0925395672
12643,-38336.9683103595,-31759.2035533671,-31759.2035533671,-36701.6447926088,-38336.9683103595
12644,-38082.9393580081,-30520.6972445191,-30520.6972445191,-36096.4177152442,-38082.9393580081
12645,-38458.0447078367,-29461.6565003278,-29461.6565003278,-36048.5485467763,-38458.0447078367
12646,-37488.9423535252,-30858.6214895237,-30858.6214895237,-36370.515511131,-37488.9423535252
12647,-38139.9677127958,-30856.6989135583,-30856.6989135583,-36582.7822353285,-38139.9677127958
12648,-37850.1990204046,-29990.186028956,-29990.186028956,-36086.4747146159,-37850.1990204046
12649,-38250.9714954902,-30285.1320225882,-30285.1320225882,-36545.8093673424,-38250.9714954902
12650,-36949.4609664915,-30545.2340481714,-30545.2340481714,-36829.5730659125,-36949.4609664915
12651,-37858.276560343,-30815.3977832439,-30815.3977832439,-36339.1960740652,-37858.276560343
12652,-37627.5975302781,-30533.7753941291,-30533.7753941291,-36112.3166778773,-37627.5975302781
12653,-37643.2020492124,-29420.9834357782,-29420.9834357782,-36749.2900793725,-37643.2020492124
12654,-37329.1731591228,-29659.9857184038,-29659.9857184038,-36436.2437932847,-37329.1731591228
12655,-37170.0298501222,-30434.3474700813,-30434.3474700813,-36384.7867322254,-37170.0298501222
12656,-36859.5315981764,-30442.8548474869,-30442.8548474869,-35769.8696004769,-36859.5315981764
12657,-38262.4695185793,-30610.2939646569,-30610.2939646569,-35918.7464671379,-38262.4695185793
12658,-37592.7564205987,-30716.9753741787,-30716.9753741787,-36641.1666491134,-37592.7564205987
12659,-37644.8687428807,-30126.4610181337,-30126.4610181337,-36742.2133465379,-37644.8687428807
12660,-37205.9403568341,-31075.8047875335,-31075.8047875335,-35658.7703078631,-37205.9403568341
12661,-37257.4924917177,-30910.9692836891,-30910.9692836891,-36923.553720147,-37257.4924917177
12662,-38335.8239456742,-30676.7037831226,-30676.7037831226,-36910.6282018437,-38335.8239456742
12663,-37449.5506238619,-30635.0540413032,-30635.0540413032,-36758.0673420534,-37449.5506238619
12664,-37350.3193703844,-30102.5033726727,-30102.5033726727,-36079.2427812804,-37350.3193703844
12665,-37124.4990808504,-29810.3162128704,-29810.3162128704,-35830.7881362674,-37124.4990808504
12666,-38022.314918078,-29991.9294209484,-29991.9294209484,-37019.3160692702,-38022.314918078
12667,-37501.2590054444,-29649.6469827716,-29649.6469827716,-36901.8097529896,-37501.2590054444
12668,-37604.638423311,-30071.6742741842,-30071.6742741842,-36904.9989759943,-37604.638423311
12669,-36144.2660609573,-30040.9486951364,-30040.9486951364,-36110.1453345588,-36144.2660609573
12670,-37755.2798832045,-30408.8104233125,-30408.8104233125,-36589.9622509451,-37755.2798832045
12671,-37963.165437978,-28387.7594871542,-28387.7594871542,-37045.9847207796,-37963.165437978
12672,-37615.6987420036,-30036.2176344346,-30036.2176344346,-35978.0327908249,-37615.6987420036
12673,-37541.9702236736,-29996.078806786,-29996.078806786,-35207.5243210835,-37541.9702236736
12674,-38069.5600988497,-30477.4573410622,-30477.4573410622,-36506.0573674813,-38069.5600988497
12675,-37257.453186496,-29589.9897418769,-29589.9897418769,-36515.4245851058,-37257.453186496
12676,-37244.3736860511,-30614.3837568119,-30614.3837568119,-37035.6690824294,-37244.3736860511
12677,-38033.3595332746,-30246.7745845717,-30246.7745845717,-36147.8952661125,-38033.3595332746
12678,-37875.2272299146,-30156.7277485081,-30156.7277485081,-36082.9868179045,-37875.2272299146
12679,-37421.6942517846,-30493.7674573945,-30493.7674573945,-35296.8323284101,-37421.6942517846
12680,-37629.656744385,-32730.5063027969,-32730.5063027969,-36818.0512344206,-37629.656744385
12681,-38215.0218759953,-30751.6472172435,-30751.6472172435,-36753.138183908,-38215.0218759953
12682,-38020.0967806902,-30478.4107090421,-30478.4107090421,-36156.9724195466,-38020.0967806902
12683,-38231.0309339004,-30896.9305165895,-30896.9305165895,-37394.5300400569,-38231.0309339004
12684,-38143.8226508964,-30165.7181631308,-30165.7181631308,-36061.8229808894,-38143.8226508964
12685,-38478.9269771725,-30446.2928307874,-30446.2928307874,-35058.4209946788,-38478.9269771725
12686,-37571.2503168184,-30480.278625583,-30480.278625583,-36048.6265439814,-37571.2503168184
12687,-37750.0384560547,-30347.6136656374,-30347.6136656374,-36342.2754143649,-37750.0384560547
12688,-38040.0783894595,-30368.090087112,-30368.090087112,-36761.4112884667,-38040.0783894595
12689,-37740.9893212883,-30393.1516620476,-30393.1516620476,-36409.4212244438,-37740.9893212883
12690,-37534.4730854878,-30883.6543883223,-30883.6543883223,-36587.0008769504,-37534.4730854878
12691,-38177.0266318927,-29758.0386734813,-29758.0386734813,-35990.2962035199,-38177.0266318927
12692,-37822.6218876591,-30190.4114464698,-30190.4114464698,-36282.7718059026,-37822.6218876591
12693,-37959.6701277675,-29940.9527916003,-29940.9527916003,-36401.1311182545,-37959.6701277675
12694,-38147.67532283,-29875.008896375,-29875.008896375,-35827.0859124081,-38147.67532283
12695,-37967.5846195765,-30283.660662275,-30283.660662275,-36603.4691774539,-37967.5846195765
12696,-38276.2101119611,-30938.7676444117,-30938.7676444117,-36590.0007381093,-38276.2101119611
12697,-37935.6577277832,-30446.1057438046,-30446.1057438046,-36921.285594974,-37935.6577277832
12698,-38196.4744664097,-29714.9301942015,-29714.9301942015,-36561.2056216485,-38196.4744664097
12699,-38008.4855822456,-29263.4199951631,-29263.4199951631,-36356.9687267753,-38008.4855822456
12700,-37819.6210203935,-30090.7597217503,-30090.7597217503,-35162.2924177435,-37819.6210203935
12701,-36846.466417489,-30521.5667519631,-30521.5667519631,-35515.98381199,-36846.466417489
12702,-37460.0230237947,-30022.308817234,-30022.308817234,-36436.075905677,-37460.0230237947
12703,-37968.4104468579,-30939.8696060326,-30939.8696060326,-36290.9693398555,-37968.4104468579
12704,-37007.5449865315,-30861.1918833807,-30861.1918833807,-35703.1382883028,-37007.5449865315
12705,-37913.442343286,-30734.6320087078,-30734.6320087078,-36521.484799735,-37913.442343286
12706,-37926.1786135076,-29152.6461490534,-29152.6461490534,-36721.920353316,-37926.1786135076
12707,-37668.7345059195,-30920.3822446756,-30920.3822446756,-36055.83686724,-37668.7345059195
12708,-37515.1782121899,-30891.9974473346,-30891.9974473346,-36731.6064687961,-37515.1782121899
12709,-37852.9460427306,-30204.8130038141,-30204.8130038141,-36511.8094554619,-37852.9460427306
12710,-37939.3492261449,-29503.1150427673,-29503.1150427673,-36124.9168257817,-37939.3492261449
12711,-37202.6328738928,-29771.9108710878,-29771.9108710878,-36159.8224826712,-37202.6328738928
12712,-38155.2787230097,-30728.23624481,-30728.23624481,-36550.95884946,-38155.2787230097
12713,-38112.4896354466,-31528.5460455396,-31528.5460455396,-36646.5142882297,-38112.4896354466
12714,-37744.5173760502,-30060.8980674003,-30060.8980674003,-36468.5549858142,-37744.5173760502
12715,-37655.7357338584,-30293.9054902558,-30293.9054902558,-36360.7310204978,-37655.7357338584
12716,-37756.7209237356,-30759.3240525008,-30759.3240525008,-35955.3892013744,-37756.7209237356
12717,-37600.9656250693,-30421.169706632,-30421.169706632,-36307.434312903,-37600.9656250693
