# ChronoModel 2.0.18
# ChronoModel Project
# Date Format : BC/AD
iter,UP Begin,UP End,VI,XI,XII
11293,-37341.185394413,-30341.1474954494,-30341.1474954494,-35315.2681334852,-37341.185394413
11294,-37551.8282388523,-30074.9770927887,-30074.9770927887,-36179.991640141,-37551.8282388523
11295,-37254.5065054822,-30695.5416274748,-30695.5416274748,-36321.9066211998,-37254.5065054822
11296,-37793.4715426296,-30644.0973996352,-30644.0973996352,-35803.5300493722,-37793.4715426296
11297,-37872.5462012546,-30750.7093689724,-30750.7093689724,-37710.531289683,-37872.5462012546
11298,-37958.2008355482,-31234.4353122472,-31234.4353122472,-36140.958753143,-37958.2008355482
11299,-37157.1253413007,-30631.942381582,-30631.942381582,-36075.4552811608,-37157.1253413007
11300,-36368.0239889585,-30304.7002227315,-30304.7002227315,-35862.9799829515,-36368.0239889585
11301,-38188.5594954503,-30076.7145054189,-30076.7145054189,-37979.1810611315,-38188.5594954503
11302,-38235.0720447662,-30351.2734499843,-30351.2734499843,-36209.0872969861,-38235.0720447662
11303,-37904.8896723041,-30249.9903722682,-30249.9903722682,-36321.1327893973,-37904.8896723041
11304,-38023.2098139077,-30214.2294320077,-30214.2294320077,-36587.2796509159,-38023.2098139077
11305,-38710.6491606895,-31542.9834555114,-31542.9834555114,-36008.5852276404,-38710.6491606895
11306,-37813.9541279223,-29704.2261130578,-29704.2261130578,-36453.6189307125,-37813.9541279223
11307,-37819.0654434747,-30694.8624028829,-30694.8624028829,-36434.8624662793,-37819.0654434747
11308,-37621.5395213008,-30597.7485483638,-30597.7485483638,-36611.2275226288,-37621.5395213008
11309,-37477.9127435703,-29796.1725357114,-29796.1725357114,-36599.6376800106,-37477.9127435703
11310,-37091.2956749164,-31317.2347428387,-31317.2347428387,-35995.1289358302,-37091.2956749164
11311,-37053.1297480971,-29354.9722406548,-29354.9722406548,-36067.1879344956,-37053.1297480971
11312,-37588.2918993939,-30387.8452902678,-30387.8452902678,-36094.77884355,-37588.2918993939
11313,-38002.5351748307,-30613.0855345484,-30613.0855345484,-37232.4582029775,-38002.5351748307
11314,-37477.1706996243,-30134.8607168532,-30134.8607168532,-36414.1198315623,-37477.1706996243
11315,-37731.8217134726,-30723.2473727657,-30723.2473727657,-36523.0820749653,-37731.8217134726
11316,-37577.5527054438,-30189.2794903358,-30189.2794903358,-36572.7929475428,-37577.5527054438
11317,-38184.9530240597,-29744.6513091283,-29744.6513091283,-35776.4254208733,-38184.9530240597
11318,-37182.9625204825,-30498.7826136547,-30498.7826136547,-35354.1413072626,-37182.9625204825
11319,-37090.7847941789,-30362.1926639074,-30362.1926639074,-36168.9104973379,-37090.7847941789
11320,-37958.1328713315,-30623.1185960005,-30623.1185960005,-36313.0557380504,-37958.1328713315
11321,-38325.6106270042,-30425.8911624081,-30425.8911624081,-36579.4819659518,-38325.6106270042
11322,-36902.5636721174,-30305.8448936294,-30305.8448936294,-36500.8661753367,-36902.5636721174
11323,-37212.2300953865,-30287.6700823398,-30287.6700823398,-36446.5062524683,-37212.2300953865
11324,-36796.5626599289,-30749.1505273125,-30749.1505273125,-36576.8573076285,-36796.5626599289
11325,-37593.6950097558,-30487.5723769943,-30487.5723769943,-36607.3949596201,-37593.6950097558
11326,-38103.8004798098,-29824.1145038049,-29824.1145038049,-36727.8041833381,-38103.8004798098
11327,-37303.6323608721,-30270.3661917057,-30270.3661917057,-36510.7720780004,-37303.6323608721
11328,-38337.1751490385,-30122.3465869353,-30122.3465869353,-36404.6459892379,-38337.1751490385
11329,-37308.4656320026,-29605.1310540166,-29605.1310540166,-36209.8491399796,-37308.4656320026
11330,-37750.0062732574,-30622.7049183272,-30622.7049183272,-37533.17816491,-37750.0062732574
11331,-37918.4091023884,-30240.1997339712,-30240.1997339712,-36720.6056377054,-37918.4091023884
11332,-38258.2835025348,-30316.1251746446,-30316.1251746446,-36542.1583951703,-38258.2835025348
11333,-38327.5832130771,-30313.8028549793,-30313.8028549793,-36387.2816581983,-38327.5832130771
11334,-36641.8947768336,-30237.7220324303,-30237.7220324303,-36144.8383855162,-36641.8947768336
11335,-37548.8141612881,-30633.6471436835,-30633.6471436835,-36557.3904764458,-37548.8141612881
11336,-37295.7761994059,-31518.4228772461,-31518.4228772461,-36376.471800254,-37295.7761994059
11337,-37583.1166679865,-30087.6074447574,-30087.6074447574,-36446.164825915,-37583.1166679865
11338,-37766.7349522077,-30640.4090544528,-30640.4090544528,-35953.7889735327,-37766.7349522077
11339,-37859.3855797416,-30460.5605350582,-30460.5605350582,-36327.241928442,-37859.3855797416
11340,-37584.4563028469,-30170.6484241371,-30170.6484241371,-36478.1921251152,-37584.4563028469
11341,-38107.3715948472,-31394.4860169447,-31394.4860169447,-36159.4004455934,-38107.3715948472
11342,-37442.5449211776,-30575.8048115239,-30575.8048115239,-37154.4890714279,-37442.5449211776
11343,-37435.847724589,-30212.1458278693,-30212.1458278693,-36888.0125756591,-37435.847724589
11344,-37616.8961511561,-30856.695741349,-30856.695741349,-36137.6159816511,-37616.8961511561
11345,-37840.9561452421,-30388.3565120443,-30388.3565120443,-35406.2758478431,-37840.9561452421
11346,-38316.5852275133,-30424.1312667061,-30424.1312667061,-35280.4248308447,-38316.5852275133
11347,-38553.9343153963,-29963.5675963039,-29963.5675963039,-36605.8773871933,-38553.9343153963
11348,-37866.6832643101,-30147.11832633,-30147.11832633,-34080.7351592571,-37866.6832643101
11349,-37457.3643864831,-29910.1188937103,-29910.1188937103,-36391.7171756749,-37457.3643864831
11350,-37510.5529039225,-30279.1973766465,-30279.1973766465,-36547.6439357815,-37510.5529039225
11351,-37187.0263396947,-30202.6887568831,-30202.6887568831,-36618.0035185083,-37187.0263396947
11352,-38115.9694562057,-31283.1830170785,-31283.1830170785,-37154.2683312618,-38115.9694562057
11353,-37844.2386860285,-29919.0613453652,-29919.0613453652,-36474.5714597039,-37844.2386860285
11354,-38026.854963607,-29871.2899570169,-29871.2899570169,-36106.9532372816,-38026.854963607
11355,-37850.2932922896,-29841.8538084284,-29841.8538084284,-36770.5042480659,-37850.2932922896
11356,-38070.1346159756,-31109.7490043576,-31109.7490043576,-36839.9679636272,-38070.1346159756
11357,-38253.3740967078,-30299.2782270888,-30299.2782270888,-37531.6951202114,-38253.3740967078
11358,-37402.910710971,-30035.6375116157,-30035.6375116157,-36407.7266449528,-37402.910710971
11359,-38070.227776928,-30535.2957665158,-30535.2957665158,-35562.1151585039,-38070.227776928
11360,-37484.9429901889,-30206.7425604306,-30206.7425604306,-36886.0347125252,-37484.9429901889
11361,-38190.0852292151,-30238.0240482664,-30238.0240482664,-36299.0935599719,-38190.0852292151
11362,-37605.3240931291,-30553.349625224,-30553.349625224,-35790.7591470284,-37605.3240931291
11363,-37240.9476787104,-30502.1351515074,-30502.1351515074,-36314.702513713,-37240.9476787104
11364,-37730.9836479121,-30430.0061659761,-30430.0061659761,-36357.2997890248,-37730.9836479121
11365,-38280.2490247988,-29918.705183397,-29918.705183397,-36687.9670241476,-38280.2490247988
11366,-38380.1885225173,-30877.3886659366,-30877.3886659366,-36197.1358294718,-38380.1885225173
11367,-37439.4678769644,-30484.5908079624,-30484.5908079624,-35830.2378501308,-37439.4678769644
11368,-37893.2031219713,-29847.6606086353,-29847.6606086353,-36194.5193385352,-37893.2031219713
11369,-37133.2085579635,-30737.6668110699,-30737.6668110699,-36356.9030627876,-37133.2085579635
11370,-37981.0603791556,-29899.3558896116,-29899.3558896116,-36211.2487094865,-37981.0603791556
11371,-38097.9598176354,-32105.8445936103,-32105.8445936103,-35124.7494313242,-38097.9598176354
11372,-38372.6202719279,-30236.2798583111,-30236.2798583111,-37751.8500665255,-38372.6202719279
11373,-38338.992055303,-30266.510826951,-30266.510826951,-36379.2269405681,-38338.992055303
11374,-37821.6460651002,-28828.3433795207,-28828.3433795207,-36462.3477698036,-37821.6460651002
11375,-38634.7714351016,-30873.4683108578,-30873.4683108578,-36532.1432378698,-38634.7714351016
11376,-37071.9031322406,-30096.4488600343,-30096.4488600343,-36711.9939893316,-37071.9031322406
11377,-37710.4280275191,-30089.1356744607,-30089.1356744607,-36201.1469023119,-37710.4280275191
11378,-37328.2541099415,-29998.575228405,-29998.575228405,-35809.1465441819,-37328.2541099415
11379,-38018.8592495691,-30983.0890493038,-30983.0890493038,-36529.7354393405,-38018.8592495691
11380,-38312.7766258101,-31018.4678370133,-31018.4678370133,-36437.5619557242,-38312.7766258101
11381,-37834.3460789684,-30353.2514116231,-30353.2514116231,-36280.2284496985,-37834.3460789684
11382,-36702.4130871774,-30152.8266067886,-30152.8266067886,-35842.020224101,-36702.4130871774
11383,-37720.7272929383,-30821.0447437181,-30821.0447437181,-35970.3551522764,-37720.7272929383
11384,-37656.7648964752,-29566.2045770324,-29566.2045770324,-36044.9417295482,-37656.7648964752
11385,-38434.446465908,-30237.81584394,-30237.81584394,-35656.6317790903,-38434.446465908
11386,-37284.7338547376,-30418.7492043781,-30418.7492043781,-36665.6652713726,-37284.7338547376
11387,-36463.7671726048,-30590.2970185557,-30590.2970185557,-35128.1343438218,-36463.7671726048
11388,-38491.1281889499,-30432.7721398739,-30432.7721398739,-36336.2394001234,-38491.1281889499
11389,-37704.8751678451,-30506.4450970382,-30506.4450970382,-36539.4684193192,-37704.8751678451
11390,-37323.8287379153,-30222.6154182741,-30222.6154182741,-36896.8342290609,-37323.8287379153
11391,-38011.4767933466,-30902.68821491,-30902.68821491,-36558.3626604819,-38011.4767933466
11392,-37304.4275076925,-29073.7353475192,-29073.7353475192,-36580.4406032308,-37304.4275076925
11393,-37598.1488616581,-30113.1600735876,-30113.1600735876,-36240.0227245533,-37598.1488616581
11394,-37639.7949614487,-30344.4345728158,-30344.4345728158,-36566.9533970694,-37639.7949614487
11395,-37403.5705162418,-30992.9475447141,-30992.9475447141,-37302.4346208447,-37403.5705162418
11396,-38237.8938891893,-30232.4946178307,-30232.4946178307,-36531.8340981458,-38237.8938891893
11397,-38251.0485926352,-29970.883935761,-29970.883935761,-36488.9311836369,-38251.0485926352
11398,-37966.8849137025,-30127.2719155642,-30127.2719155642,-36952.5744096932,-37966.8849137025
11399,-36797.9911960538,-30418.1395489733,-30418.1395489733,-34621.5443655281,-36797.9911960538
11400,-37865.273899692,-31346.6195915984,-31346.6195915984,-35938.8908483911,-37865.273899692
11401,-37906.8264986379,-30831.3632201015,-30831.3632201015,-36228.0710269131,-37906.8264986379
11402,-37414.0794478064,-30628.8764566403,-30628.8764566403,-36612.897147061,-37414.0794478064
11403,-37323.2928932945,-30645.0447534671,-30645.0447534671,-36232.1585181507,-37323.2928932945
11404,-37811.1238966311,-33623.1270897212,-33623.1270897212,-36002.071421778,-37811.1238966311
11405,-37454.8867647626,-31209.2304073325,-31209.2304073325,-35897.1927368741,-37454.8867647626
11406,-37968.0203714542,-31671.7354983969,-31671.7354983969,-36412.548063323,-37968.0203714542
11407,-38168.6609381379,-29996.7409113324,-29996.7409113324,-36317.1821214891,-38168.6609381379
11408,-37912.1985398368,-30347.2834849836,-30347.2834849836,-36751.0206231469,-37912.1985398368
11409,-37582.7406985589,-30697.6016397394,-30697.6016397394,-36041.5919220528,-37582.7406985589
11410,-37553.6673704347,-29780.8061636678,-29780.8061636678,-35968.796740865,-37553.6673704347
11411,-37376.8203037307,-30042.0343987445,-30042.0343987445,-36325.9139900774,-37376.8203037307
11412,-37231.0336363068,-30001.2990686954,-30001.2990686954,-35899.9765932624,-37231.0336363068
11413,-37342.5257461063,-30620.1542223611,-30620.1542223611,-36252.5059779854,-37342.5257461063
11414,-37532.5773758148,-30260.1934157275,-30260.1934157275,-35819.6821057981,-37532.5773758148
11415,-37558.927918517,-30751.3070085337,-30751.3070085337,-35719.8516726806,-37558.927918517
11416,-37185.206583738,-30755.5655157906,-30755.5655157906,-36436.0853577519,-37185.206583738
11417,-37877.2264972466,-30008.8440285451,-30008.8440285451,-37105.7866798663,-37877.2264972466
11418,-37719.6675779411,-30332.3671061832,-30332.3671061832,-37610.776237753,-37719.6675779411
11419,-37790.4075112648,-30024.3377692814,-30024.3377692814,-36065.5914882849,-37790.4075112648
11420,-37667.0052342829,-30714.3678966022,-30714.3678966022,-36022.9317666384,-37667.0052342829
11421,-37821.9783939446,-30385.2749303871,-30385.2749303871,-36543.2368221775,-37821.9783939446
11422,-38121.9441163252,-29975.9703339734,-29975.9703339734,-36831.0630215498,-38121.9441163252
11423,-37820.4307445166,-30291.0891619773,-30291.0891619773,-37791.9120036634,-37820.4307445166
11424,-37431.5841639578,-30513.6295425105,-30513.6295425105,-36033.706022033,-37431.5841639578
11425,-37747.8159733745,-30529.9141894963,-30529.9141894963,-37268.9911725988,-37747.8159733745
11426,-37611.3216299551,-30092.5150428252,-30092.5150428252,-36399.0610992576,-37611.3216299551
11427,-37714.4679282528,-30650.762391399,-30650.762391399,-36499.1147567925,-37714.4679282528
11428,-38002.0612999565,-29735.3647386488,-29735.3647386488,-36558.6742125015,-38002.0612999565
11429,-37952.4219013326,-30133.9674479633,-30133.9674479633,-36523.5313741151,-37952.4219013326
11430,-37778.4251713138,-30110.00252904,-30110.00252904,-36076.114920757,-37778.4251713138
11431,-38036.9657893846,-30586.250776277,-30586.250776277,-36180.1994938896,-38036.9657893846
11432,-38001.9995487926,-30344.3707132604,-30344.3707132604,-35736.8398183536,-38001.9995487926
11433,-37897.4626193894,-30875.4381367441,-30875.4381367441,-36422.4001942491,-37897.4626193894
11434,-37338.3191136135,-30448.8347139013,-30448.8347139013,-36549.405920258,-37338.3191136135
11435,-37575.6698518797,-30409.9628012219,-30409.9628012219,-35702.6760563067,-37575.6698518797
11436,-38121.6878450957,-29906.8048687557,-29906.8048687557,-36670.4385316531,-38121.6878450957
11437,-37743.9545447182,-30282.174899823,-30282.174899823,-36873.3901405427,-37743.9545447182
11438,-37643.9997621173,-30544.519421918,-30544.519421918,-36062.1880770491,-37643.9997621173
11439,-37383.7200703071,-30676.2838557763,-30676.2838557763,-36290.8714310929,-37383.7200703071
11440,-37772.6729417611,-30330.8851422,-30330.8851422,-36549.036831587,-37772.6729417611
11441,-37517.6913133472,-30699.6118886689,-30699.6118886689,-35504.2526571886,-37517.6913133472
11442,-37922.2840285808,-29671.2023937683,-29671.2023937683,-35635.0322193954,-37922.2840285808
11443,-37617.6918355517,-30631.4226233889,-30631.4226233889,-35670.5002130803,-37617.6918355517
11444,-38111.4199152197,-30521.1979265767,-30521.1979265767,-36222.8050385875,-38111.4199152197
11445,-36681.505576131,-30179.0705330231,-30179.0705330231,-32440.3916235362,-36681.505576131
11446,-37594.8761758051,-30271.0260528501,-30271.0260528501,-36026.6688573216,-37594.8761758051
11447,-36896.4427204806,-30380.3728426736,-30380.3728426736,-36696.0357020091,-36896.4427204806
11448,-38166.9446084076,-30280.8277023683,-30280.8277023683,-35306.8738045295,-38166.9446084076
11449,-37990.702171275,-30720.07656557,-30720.07656557,-36360.5811399706,-37990.702171275
11450,-37740.2375847326,-29602.0568230112,-29602.0568230112,-35617.920513536,-37740.2375847326
11451,-37824.5425759479,-30420.5640654118,-30420.5640654118,-36321.8456754326,-37824.5425759479
11452,-37987.844957346,-30847.816744535,-30847.816744535,-36492.1307259646,-37987.844957346
11453,-38036.6394653019,-30592.7242913577,-30592.7242913577,-36562.4891907807,-38036.6394653019
11454,-37956.5678395082,-30764.6825164737,-30764.6825164737,-37056.8321116499,-37956.5678395082
11455,-36851.8709533527,-29985.8286739822,-29985.8286739822,-36075.3457483582,-36851.8709533527
11456,-37802.4607625326,-30186.1254140399,-30186.1254140399,-36130.8222796743,-37802.4607625326
11457,-38143.9567434617,-30512.41029927,-30512.41029927,-36303.6072004757,-38143.9567434617
11458,-37084.4569739028,-31492.5734520847,-31492.5734520847,-36930.9614685082,-37084.4569739028
11459,-37505.6893702128,-30235.477255983,-30235.477255983,-36778.5006220663,-37505.6893702128
11460,-37851.2618050319,-30165.4700358477,-30165.4700358477,-36755.8490997462,-37851.2618050319
11461,-38236.0336088791,-29686.7372589784,-29686.7372589784,-36656.8871016459,-38236.0336088791
11462,-38393.428310598,-30151.000680512,-30151.000680512,-35845.7410281744,-38393.428310598
11463,-38063.5377784978,-30282.8399216338,-30282.8399216338,-34119.9894494042,-38063.5377784978
11464,-37827.6343250404,-29731.3279614624,-29731.3279614624,-36714.5611490237,-37827.6343250404
11465,-38044.6931224218,-29662.2105837036,-29662.2105837036,-35686.3851088379,-38044.6931224218
11466,-37625.3965188146,-30420.7447291753,-30420.7447291753,-35842.1239751008,-37625.3965188146
11467,-37799.7130212059,-29848.6151865189,-29848.6151865189,-35866.8662530182,-37799.7130212059
11468,-37284.9592689546,-29786.2732077859,-29786.2732077859,-34697.2850414852,-37284.9592689546
11469,-37556.9093338089,-29634.1160194378,-29634.1160194378,-35985.1396913152,-37556.9093338089
11470,-37797.1433604609,-30724.7890276539,-30724.7890276539,-35068.9889452672,-37797.1433604609
11471,-38281.9045641891,-29967.6361655395,-29967.6361655395,-37286.4138363918,-38281.9045641891
11472,-37933.6260536118,-30507.6246813958,-30507.6246813958,-36844.7331797626,-37933.6260536118
