# ChronoModel 2.0.18
# ChronoModel Project
# Date Format : BC/AD
iter,EPI Begin,EPI End,V
18321,-28079.6698817096,-28079.6698817096,-28079.6698817096
18322,-29352.3871345115,-29352.3871345115,-29352.3871345115
18323,-26715.8060517924,-26715.8060517924,-26715.8060517924
18324,-27858.8788240569,-27858.8788240569,-27858.8788240569
18325,-27892.25563972,-27892.25563972,-27892.25563972
18326,-28280.142654815,-28280.142654815,-28280.142654815
18327,-27654.1712375472,-27654.1712375472,-27654.1712375472
18328,-28502.8833112455,-28502.8833112455,-28502.8833112455
18329,-28809.8165285182,-28809.8165285182,-28809.8165285182
18330,-28469.13830953,-28469.13830953,-28469.13830953
18331,-28112.8984842026,-28112.8984842026,-28112.8984842026
18332,-27771.4574051647,-27771.4574051647,-27771.4574051647
18333,-28157.6361736909,-28157.6361736909,-28157.6361736909
18334,-28424.2074634861,-28424.2074634861,-28424.2074634861
18335,-28169.2928964876,-28169.2928964876,-28169.2928964876
18336,-27284.7455777648,-27284.7455777648,-27284.7455777648
18337,-28186.3733776004,-28186.3733776004,-28186.3733776004
18338,-27916.4524580492,-27916.4524580492,-27916.4524580492
18339,-27942.1702999284,-27942.1702999284,-27942.1702999284
18340,-28545.9913372769,-28545.9913372769,-28545.9913372769
18341,-28488.0981774977,-28488.0981774977,-28488.0981774977
18342,-27827.7839186627,-27827.7839186627,-27827.7839186627
18343,-28669.8903566412,-28669.8903566412,-28669.8903566412
18344,-30032.8429847151,-30032.8429847151,-30032.8429847151
18345,-27939.4238775283,-27939.4238775283,-27939.4238775283
18346,-28039.7524313585,-28039.7524313585,-28039.7524313585
18347,-27786.0697555527,-27786.0697555527,-27786.0697555527
18348,-28263.313057384,-28263.313057384,-28263.313057384
18349,-27805.2647860913,-27805.2647860913,-27805.2647860913
18350,-27708.0577065579,-27708.0577065579,-27708.0577065579
18351,-27802.7138831273,-27802.7138831273,-27802.7138831273
18352,-27639.634279689,-27639.634279689,-27639.634279689
18353,-27747.23350671,-27747.23350671,-27747.23350671
18354,-28004.7574350193,-28004.7574350193,-28004.7574350193
18355,-28070.9139158173,-28070.9139158173,-28070.9139158173
18356,-28082.4685496192,-28082.4685496192,-28082.4685496192
18357,-27937.0550967573,-27937.0550967573,-27937.0550967573
18358,-28874.2537721952,-28874.2537721952,-28874.2537721952
18359,-27676.4861641451,-27676.4861641451,-27676.4861641451
18360,-27787.4462823265,-27787.4462823265,-27787.4462823265
18361,-28162.2975253785,-28162.2975253785,-28162.2975253785
18362,-27985.4588063175,-27985.4588063175,-27985.4588063175
18363,-28574.6597326574,-28574.6597326574,-28574.6597326574
18364,-27283.6094175847,-27283.6094175847,-27283.6094175847
18365,-27742.8277808082,-27742.8277808082,-27742.8277808082
18366,-28272.6826817765,-28272.6826817765,-28272.6826817765
18367,-28136.6197688703,-28136.6197688703,-28136.6197688703
18368,-28563.4644394819,-28563.4644394819,-28563.4644394819
18369,-28064.0997616112,-28064.0997616112,-28064.0997616112
18370,-27484.5867442266,-27484.5867442266,-27484.5867442266
18371,-28286.6560919323,-28286.6560919323,-28286.6560919323
18372,-28187.8292946032,-28187.8292946032,-28187.8292946032
18373,-27962.713084616,-27962.713084616,-27962.713084616
18374,-28119.7334584483,-28119.7334584483,-28119.7334584483
18375,-28238.0141610413,-28238.0141610413,-28238.0141610413
18376,-28384.1505590788,-28384.1505590788,-28384.1505590788
18377,-27804.3298286124,-27804.3298286124,-27804.3298286124
18378,-28049.3799679022,-28049.3799679022,-28049.3799679022
18379,-28040.8424635575,-28040.8424635575,-28040.8424635575
18380,-28009.9511705358,-28009.9511705358,-28009.9511705358
18381,-27745.494943889,-27745.494943889,-27745.494943889
18382,-27509.8396963215,-27509.8396963215,-27509.8396963215
18383,-28582.8395891145,-28582.8395891145,-28582.8395891145
18384,-28326.7314717452,-28326.7314717452,-28326.7314717452
18385,-27649.6793660248,-27649.6793660248,-27649.6793660248
18386,-28043.8149938177,-28043.8149938177,-28043.8149938177
18387,-28275.8956068519,-28275.8956068519,-28275.8956068519
18388,-28244.1878024877,-28244.1878024877,-28244.1878024877
18389,-28237.8151038422,-28237.8151038422,-28237.8151038422
18390,-27908.8058048573,-27908.8058048573,-27908.8058048573
18391,-27557.5684925957,-27557.5684925957,-27557.5684925957
18392,-28013.1018142987,-28013.1018142987,-28013.1018142987
18393,-29138.5160277982,-29138.5160277982,-29138.5160277982
18394,-27839.1516220298,-27839.1516220298,-27839.1516220298
18395,-27704.47217721,-27704.47217721,-27704.47217721
18396,-28107.8519097414,-28107.8519097414,-28107.8519097414
18397,-27813.2414459414,-27813.2414459414,-27813.2414459414
18398,-27905.0261908717,-27905.0261908717,-27905.0261908717
18399,-28165.8767306379,-28165.8767306379,-28165.8767306379
18400,-27837.9405907881,-27837.9405907881,-27837.9405907881
18401,-26857.9223479561,-26857.9223479561,-26857.9223479561
18402,-27863.5925811187,-27863.5925811187,-27863.5925811187
18403,-28485.5406382624,-28485.5406382624,-28485.5406382624
18404,-28054.8460905057,-28054.8460905057,-28054.8460905057
18405,-29089.755990597,-29089.755990597,-29089.755990597
18406,-25788.5604968454,-25788.5604968454,-25788.5604968454
18407,-27640.6428251346,-27640.6428251346,-27640.6428251346
18408,-28127.4951546457,-28127.4951546457,-28127.4951546457
18409,-28180.4336933529,-28180.4336933529,-28180.4336933529
18410,-27589.5449385311,-27589.5449385311,-27589.5449385311
18411,-27972.1994406535,-27972.1994406535,-27972.1994406535
18412,-27959.0455063649,-27959.0455063649,-27959.0455063649
18413,-27997.9105067332,-27997.9105067332,-27997.9105067332
18414,-28337.8490388251,-28337.8490388251,-28337.8490388251
18415,-28421.5352848831,-28421.5352848831,-28421.5352848831
18416,-28084.6785099113,-28084.6785099113,-28084.6785099113
18417,-28348.9743106066,-28348.9743106066,-28348.9743106066
18418,-28257.0293679142,-28257.0293679142,-28257.0293679142
18419,-27500.2535157618,-27500.2535157618,-27500.2535157618
18420,-28188.9080362925,-28188.9080362925,-28188.9080362925
18421,-28077.1725355661,-28077.1725355661,-28077.1725355661
18422,-28354.9089152249,-28354.9089152249,-28354.9089152249
18423,-28692.8033033298,-28692.8033033298,-28692.8033033298
18424,-26901.8254471359,-26901.8254471359,-26901.8254471359
18425,-28209.1826933131,-28209.1826933131,-28209.1826933131
18426,-27979.5626548387,-27979.5626548387,-27979.5626548387
18427,-27944.7237346415,-27944.7237346415,-27944.7237346415
18428,-27473.6035026658,-27473.6035026658,-27473.6035026658
18429,-28146.2979383673,-28146.2979383673,-28146.2979383673
18430,-27265.7189913662,-27265.7189913662,-27265.7189913662
18431,-28091.128872531,-28091.128872531,-28091.128872531
18432,-28159.108475437,-28159.108475437,-28159.108475437
18433,-28319.0232820256,-28319.0232820256,-28319.0232820256
18434,-28169.7661030001,-28169.7661030001,-28169.7661030001
18435,-27760.0611736551,-27760.0611736551,-27760.0611736551
18436,-27914.6723455309,-27914.6723455309,-27914.6723455309
18437,-28264.2357249571,-28264.2357249571,-28264.2357249571
18438,-28163.7413787647,-28163.7413787647,-28163.7413787647
18439,-28243.8902609238,-28243.8902609238,-28243.8902609238
18440,-27703.483575568,-27703.483575568,-27703.483575568
18441,-27297.1725962429,-27297.1725962429,-27297.1725962429
18442,-27441.2181903753,-27441.2181903753,-27441.2181903753
18443,-28229.5670616968,-28229.5670616968,-28229.5670616968
18444,-28226.2861696371,-28226.2861696371,-28226.2861696371
18445,-27806.5063560949,-27806.5063560949,-27806.5063560949
18446,-28973.4769374058,-28973.4769374058,-28973.4769374058
18447,-27936.3419871174,-27936.3419871174,-27936.3419871174
18448,-27752.4540195772,-27752.4540195772,-27752.4540195772
18449,-28051.1956270258,-28051.1956270258,-28051.1956270258
18450,-27270.9906816948,-27270.9906816948,-27270.9906816948
18451,-27259.7082592535,-27259.7082592535,-27259.7082592535
18452,-27788.5235003616,-27788.5235003616,-27788.5235003616
18453,-27986.7805368406,-27986.7805368406,-27986.7805368406
18454,-27918.2850962927,-27918.2850962927,-27918.2850962927
18455,-28702.5812623991,-28702.5812623991,-28702.5812623991
18456,-28034.5123286027,-28034.5123286027,-28034.5123286027
18457,-28408.5148074743,-28408.5148074743,-28408.5148074743
18458,-28356.7047659971,-28356.7047659971,-28356.7047659971
18459,-27985.1915701117,-27985.1915701117,-27985.1915701117
18460,-27959.8762981665,-27959.8762981665,-27959.8762981665
18461,-27702.7472383545,-27702.7472383545,-27702.7472383545
18462,-28261.0947674431,-28261.0947674431,-28261.0947674431
18463,-27785.0944473887,-27785.0944473887,-27785.0944473887
18464,-27651.0189287828,-27651.0189287828,-27651.0189287828
18465,-28024.1564012605,-28024.1564012605,-28024.1564012605
18466,-28576.6904463891,-28576.6904463891,-28576.6904463891
18467,-28693.814203186,-28693.814203186,-28693.814203186
18468,-28016.7356226093,-28016.7356226093,-28016.7356226093
18469,-28445.2874722897,-28445.2874722897,-28445.2874722897
18470,-27076.3325954342,-27076.3325954342,-27076.3325954342
18471,-28546.5343651309,-28546.5343651309,-28546.5343651309
18472,-28092.3596786405,-28092.3596786405,-28092.3596786405
18473,-27413.3615474766,-27413.3615474766,-27413.3615474766
18474,-27862.9928353138,-27862.9928353138,-27862.9928353138
18475,-28057.1989918724,-28057.1989918724,-28057.1989918724
18476,-28088.0491111097,-28088.0491111097,-28088.0491111097
18477,-27967.548411131,-27967.548411131,-27967.548411131
18478,-28036.8838958681,-28036.8838958681,-28036.8838958681
18479,-27817.6459954852,-27817.6459954852,-27817.6459954852
18480,-27807.9726710238,-27807.9726710238,-27807.9726710238
18481,-27916.7235052979,-27916.7235052979,-27916.7235052979
18482,-27751.5703589077,-27751.5703589077,-27751.5703589077
18483,-27874.9250576605,-27874.9250576605,-27874.9250576605
18484,-28156.6305702198,-28156.6305702198,-28156.6305702198
18485,-28339.708977982,-28339.708977982,-28339.708977982
18486,-26611.2026146643,-26611.2026146643,-26611.2026146643
18487,-25226.5770255574,-25226.5770255574,-25226.5770255574
18488,-27075.5362546347,-27075.5362546347,-27075.5362546347
18489,-28154.0122908782,-28154.0122908782,-28154.0122908782
18490,-27504.5779961931,-27504.5779961931,-27504.5779961931
18491,-27311.7440490798,-27311.7440490798,-27311.7440490798
18492,-27044.8486260388,-27044.8486260388,-27044.8486260388
18493,-28207.0172351764,-28207.0172351764,-28207.0172351764
18494,-27917.0791159068,-27917.0791159068,-27917.0791159068
18495,-27758.3950397941,-27758.3950397941,-27758.3950397941
18496,-27926.0538911755,-27926.0538911755,-27926.0538911755
18497,-27883.7721810714,-27883.7721810714,-27883.7721810714
18498,-28035.0805316031,-28035.0805316031,-28035.0805316031
18499,-28340.256061057,-28340.256061057,-28340.256061057
18500,-27925.0230885343,-27925.0230885343,-27925.0230885343
18501,-28487.5585251157,-28487.5585251157,-28487.5585251157
18502,-28153.2933686549,-28153.2933686549,-28153.2933686549
18503,-27957.6569693683,-27957.6569693683,-27957.6569693683
18504,-28114.4058247952,-28114.4058247952,-28114.4058247952
18505,-28606.8641915875,-28606.8641915875,-28606.8641915875
18506,-27995.1858858387,-27995.1858858387,-27995.1858858387
18507,-28423.3958666582,-28423.3958666582,-28423.3958666582
18508,-27796.2615999836,-27796.2615999836,-27796.2615999836
18509,-27802.5166790297,-27802.5166790297,-27802.5166790297
18510,-28240.1367376284,-28240.1367376284,-28240.1367376284
18511,-28115.2143944939,-28115.2143944939,-28115.2143944939
18512,-28183.4017429514,-28183.4017429514,-28183.4017429514
18513,-27188.077784816,-27188.077784816,-27188.077784816
18514,-27914.1421930812,-27914.1421930812,-27914.1421930812
18515,-28036.2474617833,-28036.2474617833,-28036.2474617833
18516,-28235.8314631783,-28235.8314631783,-28235.8314631783
18517,-27821.814621931,-27821.814621931,-27821.814621931
18518,-28308.0281010578,-28308.0281010578,-28308.0281010578
18519,-28082.945815197,-28082.945815197,-28082.945815197
18520,-27652.7548196218,-27652.7548196218,-27652.7548196218
18521,-27868.5071002658,-27868.5071002658,-27868.5071002658
18522,-27776.5796304084,-27776.5796304084,-27776.5796304084
18523,-27807.4556179469,-27807.4556179469,-27807.4556179469
18524,-27870.6016975831,-27870.6016975831,-27870.6016975831
18525,-28460.173254853,-28460.173254853,-28460.173254853
18526,-28973.9619909191,-28973.9619909191,-28973.9619909191
18527,-28538.1600425662,-28538.1600425662,-28538.1600425662
18528,-28237.1161271064,-28237.1161271064,-28237.1161271064
18529,-27156.4239853162,-27156.4239853162,-27156.4239853162
18530,-28031.4961790991,-28031.4961790991,-28031.4961790991
18531,-27964.2506927719,-27964.2506927719,-27964.2506927719
18532,-27748.4146784866,-27748.4146784866,-27748.4146784866
18533,-27804.2196718021,-27804.2196718021,-27804.2196718021
18534,-28177.0109068691,-28177.0109068691,-28177.0109068691
18535,-27750.5038325344,-27750.5038325344,-27750.5038325344
18536,-28399.4588891759,-28399.4588891759,-28399.4588891759
18537,-25203.4910752336,-25203.4910752336,-25203.4910752336
18538,-27827.9524518929,-27827.9524518929,-27827.9524518929
18539,-28672.4320327255,-28672.4320327255,-28672.4320327255
18540,-27441.6263336436,-27441.6263336436,-27441.6263336436
18541,-27967.6205821187,-27967.6205821187,-27967.6205821187
18542,-27647.2947614026,-27647.2947614026,-27647.2947614026
18543,-28259.0904184271,-28259.0904184271,-28259.0904184271
18544,-28415.6738873582,-28415.6738873582,-28415.6738873582
18545,-27913.0321252623,-27913.0321252623,-27913.0321252623
18546,-27552.7839234946,-27552.7839234946,-27552.7839234946
18547,-28189.1786182123,-28189.1786182123,-28189.1786182123
18548,-30211.0380166294,-30211.0380166294,-30211.0380166294
18549,-27566.7492317001,-27566.7492317001,-27566.7492317001
18550,-28353.369391843,-28353.369391843,-28353.369391843
18551,-27914.5321700982,-27914.5321700982,-27914.5321700982
18552,-27841.0350349928,-27841.0350349928,-27841.0350349928
18553,-27589.393270927,-27589.393270927,-27589.393270927
18554,-27849.4909594094,-27849.4909594094,-27849.4909594094
18555,-28332.2752630539,-28332.2752630539,-28332.2752630539
18556,-28918.1347957518,-28918.1347957518,-28918.1347957518
18557,-28295.2279306133,-28295.2279306133,-28295.2279306133
18558,-26720.5680489728,-26720.5680489728,-26720.5680489728
18559,-28013.0441101756,-28013.0441101756,-28013.0441101756
18560,-28890.5693594198,-28890.5693594198,-28890.5693594198
18561,-28430.0386618906,-28430.0386618906,-28430.0386618906
18562,-25293.3440722446,-25293.3440722446,-25293.3440722446
18563,-27372.9428803418,-27372.9428803418,-27372.9428803418
18564,-27731.3731735205,-27731.3731735205,-27731.3731735205
18565,-28296.8560870312,-28296.8560870312,-28296.8560870312
18566,-27949.6385272279,-27949.6385272279,-27949.6385272279
18567,-28586.5471215045,-28586.5471215045,-28586.5471215045
18568,-28663.5991645397,-28663.5991645397,-28663.5991645397
18569,-28135.6836642068,-28135.6836642068,-28135.6836642068
18570,-28795.5823521335,-28795.5823521335,-28795.5823521335
18571,-27803.7153681115,-27803.7153681115,-27803.7153681115
18572,-28541.6695299543,-28541.6695299543,-28541.6695299543
18573,-28269.844225758,-28269.844225758,-28269.844225758
18574,-28445.4015160263,-28445.4015160263,-28445.4015160263
18575,-27480.4090213484,-27480.4090213484,-27480.4090213484
18576,-28600.7934135625,-28600.7934135625,-28600.7934135625
18577,-28117.5637364017,-28117.5637364017,-28117.5637364017
18578,-28247.5955792482,-28247.5955792482,-28247.5955792482
18579,-28229.974568281,-28229.974568281,-28229.974568281
18580,-27815.4380152394,-27815.4380152394,-27815.4380152394
18581,-27987.2820588113,-27987.2820588113,-27987.2820588113
18582,-27990.8087407799,-27990.8087407799,-27990.8087407799
18583,-28200.9489077171,-28200.9489077171,-28200.9489077171
18584,-28028.837832655,-28028.837832655,-28028.837832655
18585,-27854.4459144103,-27854.4459144103,-27854.4459144103
18586,-27997.0793204174,-27997.0793204174,-27997.0793204174
18587,-27709.5425008593,-27709.5425008593,-27709.5425008593
18588,-28477.766547961,-28477.766547961,-28477.766547961
18589,-28265.8986298724,-28265.8986298724,-28265.8986298724
18590,-28614.1604220342,-28614.1604220342,-28614.1604220342
18591,-27666.0614774896,-27666.0614774896,-27666.0614774896
18592,-27754.8214228921,-27754.8214228921,-27754.8214228921
18593,-28267.1125456634,-28267.1125456634,-28267.1125456634
18594,-28102.5495227746,-28102.5495227746,-28102.5495227746
18595,-27872.0456197458,-27872.0456197458,-27872.0456197458
18596,-27889.0407697197,-27889.0407697197,-27889.0407697197
18597,-27789.6269996127,-27789.6269996127,-27789.6269996127
18598,-28008.025718815,-28008.025718815,-28008.025718815
18599,-27109.2985866572,-27109.2985866572,-27109.2985866572
18600,-28049.1167911575,-28049.1167911575,-28049.1167911575
18601,-28359.6221219233,-28359.6221219233,-28359.6221219233
18602,-28381.3818158351,-28381.3818158351,-28381.3818158351
18603,-27860.1061007728,-27860.1061007728,-27860.1061007728
18604,-27646.0755927891,-27646.0755927891,-27646.0755927891
18605,-28100.822075953,-28100.822075953,-28100.822075953
18606,-27466.9624031206,-27466.9624031206,-27466.9624031206
18607,-27433.1997603729,-27433.1997603729,-27433.1997603729
18608,-27846.1942143409,-27846.1942143409,-27846.1942143409
18609,-27650.001314713,-27650.001314713,-27650.001314713
18610,-28222.0501810033,-28222.0501810033,-28222.0501810033
18611,-27653.4112570546,-27653.4112570546,-27653.4112570546
18612,-28889.2938177064,-28889.2938177064,-28889.2938177064
18613,-27762.0299113264,-27762.0299113264,-27762.0299113264
18614,-27905.0299098196,-27905.0299098196,-27905.0299098196
18615,-26706.6654322039,-26706.6654322039,-26706.6654322039
18616,-28387.9235407602,-28387.9235407602,-28387.9235407602
18617,-28059.0267370902,-28059.0267370902,-28059.0267370902
18618,-27625.1088371571,-27625.1088371571,-27625.1088371571
18619,-28188.9088128717,-28188.9088128717,-28188.9088128717
18620,-27249.3455389043,-27249.3455389043,-27249.3455389043
18621,-27681.8550975075,-27681.8550975075,-27681.8550975075
18622,-27170.2633806569,-27170.2633806569,-27170.2633806569
18623,-27456.0409094787,-27456.0409094787,-27456.0409094787
18624,-28163.5869560931,-28163.5869560931,-28163.5869560931
18625,-27780.8146645802,-27780.8146645802,-27780.8146645802
18626,-27727.5149011429,-27727.5149011429,-27727.5149011429
18627,-28365.6386981335,-28365.6386981335,-28365.6386981335
18628,-27452.8389567455,-27452.8389567455,-27452.8389567455
18629,-27687.3778604864,-27687.3778604864,-27687.3778604864
18630,-27507.3690494409,-27507.3690494409,-27507.3690494409
18631,-28310.9470724443,-28310.9470724443,-28310.9470724443
18632,-28575.8650611194,-28575.8650611194,-28575.8650611194
18633,-28290.1655838133,-28290.1655838133,-28290.1655838133
18634,-27732.3908961095,-27732.3908961095,-27732.3908961095
18635,-27984.4893054817,-27984.4893054817,-27984.4893054817
18636,-28266.7787538579,-28266.7787538579,-28266.7787538579
18637,-27648.4504630968,-27648.4504630968,-27648.4504630968
18638,-27080.5797756996,-27080.5797756996,-27080.5797756996
18639,-28336.9554778056,-28336.9554778056,-28336.9554778056
18640,-28438.9605711309,-28438.9605711309,-28438.9605711309
18641,-28734.36745892,-28734.36745892,-28734.36745892
18642,-27837.1458711163,-27837.1458711163,-27837.1458711163
18643,-28412.9719735243,-28412.9719735243,-28412.9719735243
18644,-28057.2888733978,-28057.2888733978,-28057.2888733978
18645,-27972.8488791115,-27972.8488791115,-27972.8488791115
18646,-28330.8343211129,-28330.8343211129,-28330.8343211129
18647,-28227.5413730845,-28227.5413730845,-28227.5413730845
18648,-27907.3505389371,-27907.3505389371,-27907.3505389371
18649,-27859.2431065438,-27859.2431065438,-27859.2431065438
18650,-28091.0641456616,-28091.0641456616,-28091.0641456616
18651,-28526.254714619,-28526.254714619,-28526.254714619
18652,-27956.0622201323,-27956.0622201323,-27956.0622201323
18653,-28082.2718359077,-28082.2718359077,-28082.2718359077
18654,-27879.6861581541,-27879.6861581541,-27879.6861581541
18655,-27282.6736635889,-27282.6736635889,-27282.6736635889
18656,-28075.3121655714,-28075.3121655714,-28075.3121655714
18657,-27738.3382097374,-27738.3382097374,-27738.3382097374
18658,-28185.628297202,-28185.628297202,-28185.628297202
18659,-28141.9871354856,-28141.9871354856,-28141.9871354856
18660,-28330.7831135397,-28330.7831135397,-28330.7831135397
18661,-27735.8231826092,-27735.8231826092,-27735.8231826092
18662,-27998.0316150501,-27998.0316150501,-27998.0316150501
18663,-28093.0890060892,-28093.0890060892,-28093.0890060892
18664,-28689.1252994079,-28689.1252994079,-28689.1252994079
18665,-28125.8783136104,-28125.8783136104,-28125.8783136104
18666,-28920.9460030798,-28920.9460030798,-28920.9460030798
18667,-28288.3398359846,-28288.3398359846,-28288.3398359846
18668,-27351.2943788875,-27351.2943788875,-27351.2943788875
18669,-27712.3144700651,-27712.3144700651,-27712.3144700651
18670,-27416.8013148297,-27416.8013148297,-27416.8013148297
18671,-28327.5070921576,-28327.5070921576,-28327.5070921576
18672,-27566.5621721763,-27566.5621721763,-27566.5621721763
18673,-27716.2716702805,-27716.2716702805,-27716.2716702805
18674,-27831.2685875536,-27831.2685875536,-27831.2685875536
18675,-28218.6641196292,-28218.6641196292,-28218.6641196292
18676,-28392.9815885735,-28392.9815885735,-28392.9815885735
18677,-28339.3486616243,-28339.3486616243,-28339.3486616243
18678,-29106.9446621223,-29106.9446621223,-29106.9446621223
18679,-28949.1725650048,-28949.1725650048,-28949.1725650048
18680,-27610.378726714,-27610.378726714,-27610.378726714
18681,-27654.438663478,-27654.438663478,-27654.438663478
18682,-27467.7866692805,-27467.7866692805,-27467.7866692805
18683,-28042.9051109237,-28042.9051109237,-28042.9051109237
18684,-28259.5080892935,-28259.5080892935,-28259.5080892935
18685,-28391.7353184065,-28391.7353184065,-28391.7353184065
18686,-27581.840705304,-27581.840705304,-27581.840705304
18687,-28504.2273630257,-28504.2273630257,-28504.2273630257
18688,-27940.0988009096,-27940.0988009096,-27940.0988009096
18689,-27803.3827386254,-27803.3827386254,-27803.3827386254
18690,-28148.4781147847,-28148.4781147847,-28148.4781147847
18691,-27983.3301324887,-27983.3301324887,-27983.3301324887
18692,-28043.6754107178,-28043.6754107178,-28043.6754107178
18693,-28268.8573610703,-28268.8573610703,-28268.8573610703
18694,-28254.7384808361,-28254.7384808361,-28254.7384808361
18695,-27795.1185870754,-27795.1185870754,-27795.1185870754
18696,-27348.1616639751,-27348.1616639751,-27348.1616639751
18697,-27929.5485812385,-27929.5485812385,-27929.5485812385
18698,-28110.6503708728,-28110.6503708728,-28110.6503708728
18699,-28116.7479499788,-28116.7479499788,-28116.7479499788
18700,-28012.7105626537,-28012.7105626537,-28012.7105626537
18701,-27774.5425778991,-27774.5425778991,-27774.5425778991
18702,-28143.3494247128,-28143.3494247128,-28143.3494247128
18703,-28224.0090767102,-28224.0090767102,-28224.0090767102
18704,-27622.198297578,-27622.198297578,-27622.198297578
18705,-27641.693928618,-27641.693928618,-27641.693928618
18706,-27920.7976203746,-27920.7976203746,-27920.7976203746
18707,-28003.9472052573,-28003.9472052573,-28003.9472052573
18708,-28188.6196073829,-28188.6196073829,-28188.6196073829
18709,-27611.8371119689,-27611.8371119689,-27611.8371119689
18710,-27439.181441255,-27439.181441255,-27439.181441255
18711,-27525.6887986765,-27525.6887986765,-27525.6887986765
18712,-28239.9393983066,-28239.9393983066,-28239.9393983066
18713,-27559.0318855687,-27559.0318855687,-27559.0318855687
18714,-26843.9470275322,-26843.9470275322,-26843.9470275322
18715,-28326.3564838764,-28326.3564838764,-28326.3564838764
18716,-29025.7764260773,-29025.7764260773,-29025.7764260773
18717,-27819.9289921283,-27819.9289921283,-27819.9289921283
18718,-28435.4313261474,-28435.4313261474,-28435.4313261474
18719,-28065.2965780589,-28065.2965780589,-28065.2965780589
18720,-28088.7223853733,-28088.7223853733,-28088.7223853733
18721,-27920.502676401,-27920.502676401,-27920.502676401
18722,-26988.7159223132,-26988.7159223132,-26988.7159223132
18723,-26934.9039984019,-26934.9039984019,-26934.9039984019
18724,-28113.5752833093,-28113.5752833093,-28113.5752833093
18725,-29419.0636278394,-29419.0636278394,-29419.0636278394
18726,-27828.9968747877,-27828.9968747877,-27828.9968747877
18727,-28832.524004031,-28832.524004031,-28832.524004031
18728,-27138.0062808583,-27138.0062808583,-27138.0062808583
18729,-28127.6818174997,-28127.6818174997,-28127.6818174997
18730,-27686.2802004038,-27686.2802004038,-27686.2802004038
18731,-28007.5502604435,-28007.5502604435,-28007.5502604435
18732,-28770.7833430118,-28770.7833430118,-28770.7833430118
18733,-28880.4680852743,-28880.4680852743,-28880.4680852743
18734,-27582.2778817863,-27582.2778817863,-27582.2778817863
18735,-27594.3104955229,-27594.3104955229,-27594.3104955229
18736,-28164.4649894106,-28164.4649894106,-28164.4649894106
18737,-28166.6316146081,-28166.6316146081,-28166.6316146081
18738,-28192.3185408577,-28192.3185408577,-28192.3185408577
18739,-27973.92414575,-27973.92414575,-27973.92414575
18740,-27763.6026675915,-27763.6026675915,-27763.6026675915
18741,-27616.3744995921,-27616.3744995921,-27616.3744995921
18742,-28029.0899718352,-28029.0899718352,-28029.0899718352
18743,-28149.6881278829,-28149.6881278829,-28149.6881278829
18744,-28478.2991081607,-28478.2991081607,-28478.2991081607
18745,-28160.1601193627,-28160.1601193627,-28160.1601193627
18746,-27931.8020479069,-27931.8020479069,-27931.8020479069
18747,-28318.2658132702,-28318.2658132702,-28318.2658132702
18748,-27679.5045147657,-27679.5045147657,-27679.5045147657
18749,-27780.1193264975,-27780.1193264975,-27780.1193264975
18750,-27646.9955846621,-27646.9955846621,-27646.9955846621
18751,-27747.0472218769,-27747.0472218769,-27747.0472218769
18752,-28068.594907603,-28068.594907603,-28068.594907603
18753,-28194.4165269134,-28194.4165269134,-28194.4165269134
18754,-27574.0395652607,-27574.0395652607,-27574.0395652607
18755,-27605.6866745812,-27605.6866745812,-27605.6866745812
18756,-27845.4240195615,-27845.4240195615,-27845.4240195615
18757,-28094.3133986995,-28094.3133986995,-28094.3133986995
18758,-28265.515231398,-28265.515231398,-28265.515231398
18759,-27826.0835290192,-27826.0835290192,-27826.0835290192
18760,-26947.7713834641,-26947.7713834641,-26947.7713834641
18761,-28091.873669737,-28091.873669737,-28091.873669737
18762,-28231.7806417541,-28231.7806417541,-28231.7806417541
18763,-27032.0466711754,-27032.0466711754,-27032.0466711754
18764,-28394.4387470798,-28394.4387470798,-28394.4387470798
18765,-28470.1570541041,-28470.1570541041,-28470.1570541041
18766,-27513.7979387,-27513.7979387,-27513.7979387
18767,-28204.343349002,-28204.343349002,-28204.343349002
18768,-27859.6487240356,-27859.6487240356,-27859.6487240356
18769,-27669.5438443547,-27669.5438443547,-27669.5438443547
18770,-27897.5039109542,-27897.5039109542,-27897.5039109542
18771,-27906.7576931639,-27906.7576931639,-27906.7576931639
18772,-27917.8674178021,-27917.8674178021,-27917.8674178021
18773,-27527.0350578366,-27527.0350578366,-27527.0350578366
18774,-28301.3732553831,-28301.3732553831,-28301.3732553831
18775,-28728.3699350916,-28728.3699350916,-28728.3699350916
18776,-29392.3683388388,-29392.3683388388,-29392.3683388388
18777,-27584.3239534572,-27584.3239534572,-27584.3239534572
18778,-28003.8729604944,-28003.8729604944,-28003.8729604944
18779,-27341.5538734201,-27341.5538734201,-27341.5538734201
18780,-27143.8092756612,-27143.8092756612,-27143.8092756612
18781,-27716.0442689116,-27716.0442689116,-27716.0442689116
18782,-28067.4853417299,-28067.4853417299,-28067.4853417299
18783,-27962.2227919341,-27962.2227919341,-27962.2227919341
18784,-27767.2744024033,-27767.2744024033,-27767.2744024033
18785,-27282.8300631404,-27282.8300631404,-27282.8300631404
18786,-27738.1047872812,-27738.1047872812,-27738.1047872812
18787,-27510.3888770977,-27510.3888770977,-27510.3888770977
18788,-27918.4315283845,-27918.4315283845,-27918.4315283845
18789,-28478.4433496827,-28478.4433496827,-28478.4433496827
