# ChronoModel 2.0.18
# ChronoModel Project
# Date Format : BC/AD
iter,EPI Begin,EPI End,V
11466,-28411.8525861068,-28411.8525861068,-28411.8525861068
11467,-28155.9396490997,-28155.9396490997,-28155.9396490997
11468,-28230.1108719997,-28230.1108719997,-28230.1108719997
11469,-27861.7965858429,-27861.7965858429,-27861.7965858429
11470,-28222.96693094,-28222.96693094,-28222.96693094
11471,-27756.504493526,-27756.504493526,-27756.504493526
11472,-28004.6857777956,-28004.6857777956,-28004.6857777956
11473,-27979.0034227548,-27979.0034227548,-27979.0034227548
11474,-27920.7922004232,-27920.7922004232,-27920.7922004232
11475,-27743.0622628925,-27743.0622628925,-27743.0622628925
11476,-28792.3250732886,-28792.3250732886,-28792.3250732886
11477,-28726.708954081,-28726.708954081,-28726.708954081
11478,-27533.5436523241,-27533.5436523241,-27533.5436523241
11479,-28248.1364023186,-28248.1364023186,-28248.1364023186
11480,-28100.7168128334,-28100.7168128334,-28100.7168128334
11481,-28624.1934921436,-28624.1934921436,-28624.1934921436
11482,-27693.0772694584,-27693.0772694584,-27693.0772694584
11483,-28319.7824450449,-28319.7824450449,-28319.7824450449
11484,-27514.8307973,-27514.8307973,-27514.8307973
11485,-28301.5091456156,-28301.5091456156,-28301.5091456156
11486,-28444.683011721,-28444.683011721,-28444.683011721
11487,-28414.0148199119,-28414.0148199119,-28414.0148199119
11488,-27659.8197389953,-27659.8197389953,-27659.8197389953
11489,-27806.3428792401,-27806.3428792401,-27806.3428792401
11490,-28073.6659392931,-28073.6659392931,-28073.6659392931
11491,-27408.5212737505,-27408.5212737505,-27408.5212737505
11492,-28122.9695166914,-28122.9695166914,-28122.9695166914
11493,-27942.9548301916,-27942.9548301916,-27942.9548301916
11494,-28100.7019011655,-28100.7019011655,-28100.7019011655
11495,-27868.6105037831,-27868.6105037831,-27868.6105037831
11496,-27918.7916511264,-27918.7916511264,-27918.7916511264
11497,-27727.0904670679,-27727.0904670679,-27727.0904670679
11498,-27941.3299156468,-27941.3299156468,-27941.3299156468
11499,-28313.8110769359,-28313.8110769359,-28313.8110769359
11500,-27768.1739474838,-27768.1739474838,-27768.1739474838
11501,-27798.9775831215,-27798.9775831215,-27798.9775831215
11502,-28069.4234493306,-28069.4234493306,-28069.4234493306
11503,-27859.3513934055,-27859.3513934055,-27859.3513934055
11504,-27962.7473710018,-27962.7473710018,-27962.7473710018
11505,-29461.7912519203,-29461.7912519203,-29461.7912519203
11506,-27917.2861107962,-27917.2861107962,-27917.2861107962
11507,-27906.6660623777,-27906.6660623777,-27906.6660623777
11508,-27646.4013674727,-27646.4013674727,-27646.4013674727
11509,-28180.2598678149,-28180.2598678149,-28180.2598678149
11510,-27591.898414098,-27591.898414098,-27591.898414098
11511,-27619.7952522686,-27619.7952522686,-27619.7952522686
11512,-28256.0445818847,-28256.0445818847,-28256.0445818847
11513,-28276.0821946464,-28276.0821946464,-28276.0821946464
11514,-28164.8130365905,-28164.8130365905,-28164.8130365905
11515,-28037.4482055011,-28037.4482055011,-28037.4482055011
11516,-27771.3377609837,-27771.3377609837,-27771.3377609837
11517,-28024.6310658763,-28024.6310658763,-28024.6310658763
11518,-27907.5204968186,-27907.5204968186,-27907.5204968186
11519,-27849.3059826198,-27849.3059826198,-27849.3059826198
11520,-28928.0115775525,-28928.0115775525,-28928.0115775525
11521,-28115.1003770527,-28115.1003770527,-28115.1003770527
11522,-28470.3898524207,-28470.3898524207,-28470.3898524207
11523,-27734.5501718185,-27734.5501718185,-27734.5501718185
11524,-28134.3498228534,-28134.3498228534,-28134.3498228534
11525,-28300.6916344454,-28300.6916344454,-28300.6916344454
11526,-25283.0167026501,-25283.0167026501,-25283.0167026501
11527,-27501.5094885181,-27501.5094885181,-27501.5094885181
11528,-28036.2569029347,-28036.2569029347,-28036.2569029347
11529,-27924.8859431717,-27924.8859431717,-27924.8859431717
11530,-28347.6165711809,-28347.6165711809,-28347.6165711809
11531,-28341.7366627399,-28341.7366627399,-28341.7366627399
11532,-28031.9188245049,-28031.9188245049,-28031.9188245049
11533,-27990.9557569053,-27990.9557569053,-27990.9557569053
11534,-27944.9164158611,-27944.9164158611,-27944.9164158611
11535,-29320.3389129182,-29320.3389129182,-29320.3389129182
11536,-27772.2062538465,-27772.2062538465,-27772.2062538465
11537,-28026.6579925575,-28026.6579925575,-28026.6579925575
11538,-27716.6443113509,-27716.6443113509,-27716.6443113509
11539,-27678.0930484354,-27678.0930484354,-27678.0930484354
11540,-27720.4179851343,-27720.4179851343,-27720.4179851343
11541,-28212.0671034244,-28212.0671034244,-28212.0671034244
11542,-27904.1177111861,-27904.1177111861,-27904.1177111861
11543,-27620.3723700332,-27620.3723700332,-27620.3723700332
11544,-28506.2361971399,-28506.2361971399,-28506.2361971399
11545,-27807.6781156576,-27807.6781156576,-27807.6781156576
11546,-25635.7328792124,-25635.7328792124,-25635.7328792124
11547,-27874.168371762,-27874.168371762,-27874.168371762
11548,-27445.8536747239,-27445.8536747239,-27445.8536747239
11549,-27934.2953131615,-27934.2953131615,-27934.2953131615
11550,-27895.7855537651,-27895.7855537651,-27895.7855537651
11551,-27839.5458475598,-27839.5458475598,-27839.5458475598
11552,-28183.9352380864,-28183.9352380864,-28183.9352380864
11553,-27892.0441183,-27892.0441183,-27892.0441183
11554,-27881.9601788204,-27881.9601788204,-27881.9601788204
11555,-27695.5202953544,-27695.5202953544,-27695.5202953544
11556,-28793.5028794084,-28793.5028794084,-28793.5028794084
11557,-27765.278176174,-27765.278176174,-27765.278176174
11558,-27670.0605706275,-27670.0605706275,-27670.0605706275
11559,-28167.0626455481,-28167.0626455481,-28167.0626455481
11560,-27742.9452369145,-27742.9452369145,-27742.9452369145
11561,-27784.8440333856,-27784.8440333856,-27784.8440333856
11562,-27834.8841235918,-27834.8841235918,-27834.8841235918
11563,-27956.5873283374,-27956.5873283374,-27956.5873283374
11564,-26670.6054550118,-26670.6054550118,-26670.6054550118
11565,-27852.4706256342,-27852.4706256342,-27852.4706256342
11566,-28246.6026369079,-28246.6026369079,-28246.6026369079
11567,-28075.3281020237,-28075.3281020237,-28075.3281020237
11568,-28116.6128883063,-28116.6128883063,-28116.6128883063
11569,-28064.7769694036,-28064.7769694036,-28064.7769694036
11570,-28052.8895902746,-28052.8895902746,-28052.8895902746
11571,-27951.0836335665,-27951.0836335665,-27951.0836335665
11572,-27851.9363996815,-27851.9363996815,-27851.9363996815
11573,-27716.7391615401,-27716.7391615401,-27716.7391615401
11574,-27646.7709139522,-27646.7709139522,-27646.7709139522
11575,-27802.8064589209,-27802.8064589209,-27802.8064589209
11576,-29884.6714056568,-29884.6714056568,-29884.6714056568
11577,-28681.0636399302,-28681.0636399302,-28681.0636399302
11578,-27499.22146708,-27499.22146708,-27499.22146708
11579,-27772.716905809,-27772.716905809,-27772.716905809
11580,-28405.1393982301,-28405.1393982301,-28405.1393982301
11581,-29367.1381845369,-29367.1381845369,-29367.1381845369
11582,-27807.5354246101,-27807.5354246101,-27807.5354246101
11583,-28044.6014699633,-28044.6014699633,-28044.6014699633
11584,-28351.6885601538,-28351.6885601538,-28351.6885601538
11585,-28126.4136374611,-28126.4136374611,-28126.4136374611
11586,-28460.9899764302,-28460.9899764302,-28460.9899764302
11587,-28384.0711221112,-28384.0711221112,-28384.0711221112
11588,-27891.7727942392,-27891.7727942392,-27891.7727942392
11589,-28157.6682698039,-28157.6682698039,-28157.6682698039
11590,-27259.0014211951,-27259.0014211951,-27259.0014211951
11591,-27576.7451020587,-27576.7451020587,-27576.7451020587
11592,-28247.5394157344,-28247.5394157344,-28247.5394157344
11593,-28231.2243173349,-28231.2243173349,-28231.2243173349
11594,-28201.3949428264,-28201.3949428264,-28201.3949428264
11595,-26085.3868282532,-26085.3868282532,-26085.3868282532
11596,-27126.553658426,-27126.553658426,-27126.553658426
11597,-28300.354838266,-28300.354838266,-28300.354838266
11598,-28348.1788601296,-28348.1788601296,-28348.1788601296
11599,-27603.4781830175,-27603.4781830175,-27603.4781830175
11600,-28678.5712958174,-28678.5712958174,-28678.5712958174
11601,-27889.6901127852,-27889.6901127852,-27889.6901127852
11602,-29622.8398926635,-29622.8398926635,-29622.8398926635
11603,-27773.4699821539,-27773.4699821539,-27773.4699821539
11604,-27955.0055346326,-27955.0055346326,-27955.0055346326
11605,-27674.7510460995,-27674.7510460995,-27674.7510460995
11606,-27614.5999490432,-27614.5999490432,-27614.5999490432
11607,-26771.3973722769,-26771.3973722769,-26771.3973722769
11608,-28034.231511552,-28034.231511552,-28034.231511552
11609,-28140.6966146494,-28140.6966146494,-28140.6966146494
11610,-27598.8025926538,-27598.8025926538,-27598.8025926538
11611,-27404.035021765,-27404.035021765,-27404.035021765
11612,-28014.6629714057,-28014.6629714057,-28014.6629714057
11613,-27627.559089045,-27627.559089045,-27627.559089045
11614,-27660.345123966,-27660.345123966,-27660.345123966
11615,-28233.933993497,-28233.933993497,-28233.933993497
11616,-28520.5677590085,-28520.5677590085,-28520.5677590085
11617,-28850.0813318386,-28850.0813318386,-28850.0813318386
11618,-28130.3934601623,-28130.3934601623,-28130.3934601623
11619,-27905.4700558225,-27905.4700558225,-27905.4700558225
11620,-27439.3579568185,-27439.3579568185,-27439.3579568185
11621,-27250.6542089976,-27250.6542089976,-27250.6542089976
11622,-28334.7850101219,-28334.7850101219,-28334.7850101219
11623,-27906.5886067078,-27906.5886067078,-27906.5886067078
11624,-28382.6508215578,-28382.6508215578,-28382.6508215578
11625,-28023.8906310782,-28023.8906310782,-28023.8906310782
11626,-27895.5599996304,-27895.5599996304,-27895.5599996304
11627,-27877.9409703471,-27877.9409703471,-27877.9409703471
11628,-28172.9095509282,-28172.9095509282,-28172.9095509282
11629,-27378.1216871723,-27378.1216871723,-27378.1216871723
11630,-27989.3437906509,-27989.3437906509,-27989.3437906509
11631,-28421.5950227607,-28421.5950227607,-28421.5950227607
11632,-28067.1000168459,-28067.1000168459,-28067.1000168459
11633,-27824.7756412601,-27824.7756412601,-27824.7756412601
11634,-27702.6869487029,-27702.6869487029,-27702.6869487029
11635,-28439.5145086734,-28439.5145086734,-28439.5145086734
11636,-29951.9290919262,-29951.9290919262,-29951.9290919262
11637,-26500.5941652681,-26500.5941652681,-26500.5941652681
11638,-28029.4294983999,-28029.4294983999,-28029.4294983999
11639,-28263.0897032147,-28263.0897032147,-28263.0897032147
11640,-27747.2020624405,-27747.2020624405,-27747.2020624405
11641,-27696.6185304502,-27696.6185304502,-27696.6185304502
11642,-27828.3054267652,-27828.3054267652,-27828.3054267652
11643,-27689.2233705186,-27689.2233705186,-27689.2233705186
11644,-26852.2212109558,-26852.2212109558,-26852.2212109558
11645,-27752.4537206538,-27752.4537206538,-27752.4537206538
11646,-27493.0551025779,-27493.0551025779,-27493.0551025779
11647,-27768.1992359692,-27768.1992359692,-27768.1992359692
11648,-28349.4149719089,-28349.4149719089,-28349.4149719089
11649,-28561.3748947302,-28561.3748947302,-28561.3748947302
11650,-27702.6412169049,-27702.6412169049,-27702.6412169049
11651,-28065.5685298066,-28065.5685298066,-28065.5685298066
11652,-27938.7462759767,-27938.7462759767,-27938.7462759767
11653,-28781.183071739,-28781.183071739,-28781.183071739
11654,-27776.73495947,-27776.73495947,-27776.73495947
11655,-27713.9035764179,-27713.9035764179,-27713.9035764179
11656,-28318.5434046446,-28318.5434046446,-28318.5434046446
11657,-29334.7447814247,-29334.7447814247,-29334.7447814247
11658,-26167.118820205,-26167.118820205,-26167.118820205
11659,-28239.7899742549,-28239.7899742549,-28239.7899742549
11660,-27725.4495530492,-27725.4495530492,-27725.4495530492
11661,-27753.1188034103,-27753.1188034103,-27753.1188034103
11662,-28345.3611196539,-28345.3611196539,-28345.3611196539
11663,-28161.2309177406,-28161.2309177406,-28161.2309177406
11664,-27889.5212092323,-27889.5212092323,-27889.5212092323
11665,-28498.3948158079,-28498.3948158079,-28498.3948158079
11666,-27706.6822056778,-27706.6822056778,-27706.6822056778
11667,-27440.4676373654,-27440.4676373654,-27440.4676373654
11668,-27648.9913040113,-27648.9913040113,-27648.9913040113
11669,-27756.9740394722,-27756.9740394722,-27756.9740394722
11670,-28020.5712378911,-28020.5712378911,-28020.5712378911
11671,-28097.8848009738,-28097.8848009738,-28097.8848009738
11672,-27647.1910176527,-27647.1910176527,-27647.1910176527
11673,-27551.2583346394,-27551.2583346394,-27551.2583346394
11674,-27689.8892483696,-27689.8892483696,-27689.8892483696
11675,-27906.0625282524,-27906.0625282524,-27906.0625282524
11676,-27559.1041580023,-27559.1041580023,-27559.1041580023
11677,-27418.1372420132,-27418.1372420132,-27418.1372420132
11678,-27861.2407058082,-27861.2407058082,-27861.2407058082
11679,-27776.2257330634,-27776.2257330634,-27776.2257330634
11680,-27287.6710842947,-27287.6710842947,-27287.6710842947
11681,-28555.4117204398,-28555.4117204398,-28555.4117204398
11682,-27285.3492793372,-27285.3492793372,-27285.3492793372
11683,-27996.209279532,-27996.209279532,-27996.209279532
11684,-27684.4200307178,-27684.4200307178,-27684.4200307178
11685,-28178.4621184337,-28178.4621184337,-28178.4621184337
11686,-27444.1727837702,-27444.1727837702,-27444.1727837702
11687,-28286.7725943004,-28286.7725943004,-28286.7725943004
11688,-28410.9918356974,-28410.9918356974,-28410.9918356974
11689,-28507.9508155733,-28507.9508155733,-28507.9508155733
11690,-28499.7474947579,-28499.7474947579,-28499.7474947579
11691,-27660.3840144914,-27660.3840144914,-27660.3840144914
11692,-28353.0948655001,-28353.0948655001,-28353.0948655001
11693,-28851.9592090184,-28851.9592090184,-28851.9592090184
11694,-28076.7439961848,-28076.7439961848,-28076.7439961848
11695,-28952.5240322405,-28952.5240322405,-28952.5240322405
11696,-28375.4448303019,-28375.4448303019,-28375.4448303019
11697,-28615.1989763137,-28615.1989763137,-28615.1989763137
11698,-27957.035490927,-27957.035490927,-27957.035490927
11699,-27577.0262378637,-27577.0262378637,-27577.0262378637
11700,-28042.2419254035,-28042.2419254035,-28042.2419254035
11701,-27863.808429135,-27863.808429135,-27863.808429135
11702,-27993.5983260262,-27993.5983260262,-27993.5983260262
11703,-27908.8565163837,-27908.8565163837,-27908.8565163837
11704,-27758.1123763068,-27758.1123763068,-27758.1123763068
11705,-27880.8838960657,-27880.8838960657,-27880.8838960657
11706,-27768.4246970333,-27768.4246970333,-27768.4246970333
11707,-28866.1879036695,-28866.1879036695,-28866.1879036695
11708,-26965.4422662637,-26965.4422662637,-26965.4422662637
11709,-27782.6398614743,-27782.6398614743,-27782.6398614743
11710,-27290.5954310121,-27290.5954310121,-27290.5954310121
11711,-28009.9494910521,-28009.9494910521,-28009.9494910521
11712,-27787.7879247464,-27787.7879247464,-27787.7879247464
11713,-27740.9980546309,-27740.9980546309,-27740.9980546309
11714,-27912.0688105763,-27912.0688105763,-27912.0688105763
11715,-28198.8292949413,-28198.8292949413,-28198.8292949413
11716,-28262.5295367945,-28262.5295367945,-28262.5295367945
11717,-28351.8832450843,-28351.8832450843,-28351.8832450843
11718,-28668.4075994869,-28668.4075994869,-28668.4075994869
11719,-27914.6219060715,-27914.6219060715,-27914.6219060715
11720,-27874.7535239337,-27874.7535239337,-27874.7535239337
11721,-27486.558653746,-27486.558653746,-27486.558653746
11722,-26937.9614902317,-26937.9614902317,-26937.9614902317
11723,-27994.0480031867,-27994.0480031867,-27994.0480031867
11724,-28411.3694016609,-28411.3694016609,-28411.3694016609
11725,-28109.6865363076,-28109.6865363076,-28109.6865363076
11726,-28063.1194055553,-28063.1194055553,-28063.1194055553
11727,-28147.1359239719,-28147.1359239719,-28147.1359239719
11728,-27749.5111013214,-27749.5111013214,-27749.5111013214
11729,-27914.6056147665,-27914.6056147665,-27914.6056147665
11730,-28291.9464157352,-28291.9464157352,-28291.9464157352
11731,-27695.2017532484,-27695.2017532484,-27695.2017532484
11732,-28874.792449989,-28874.792449989,-28874.792449989
11733,-28128.9395855894,-28128.9395855894,-28128.9395855894
11734,-28576.5453583762,-28576.5453583762,-28576.5453583762
11735,-27912.470711861,-27912.470711861,-27912.470711861
11736,-28237.2995632099,-28237.2995632099,-28237.2995632099
11737,-28525.8969619765,-28525.8969619765,-28525.8969619765
11738,-28180.4998029741,-28180.4998029741,-28180.4998029741
11739,-28036.3987088566,-28036.3987088566,-28036.3987088566
11740,-27788.3978215761,-27788.3978215761,-27788.3978215761
11741,-28340.5987636931,-28340.5987636931,-28340.5987636931
11742,-27797.6826773227,-27797.6826773227,-27797.6826773227
11743,-27918.278424513,-27918.278424513,-27918.278424513
11744,-28461.9206560387,-28461.9206560387,-28461.9206560387
11745,-28289.9573446978,-28289.9573446978,-28289.9573446978
11746,-27695.2967265868,-27695.2967265868,-27695.2967265868
11747,-27672.9642939912,-27672.9642939912,-27672.9642939912
11748,-27903.4000425023,-27903.4000425023,-27903.4000425023
11749,-27619.8575871851,-27619.8575871851,-27619.8575871851
11750,-27989.044770512,-27989.044770512,-27989.044770512
11751,-28140.9044120173,-28140.9044120173,-28140.9044120173
11752,-28397.0928660697,-28397.0928660697,-28397.0928660697
11753,-27626.8536130581,-27626.8536130581,-27626.8536130581
11754,-27891.8183484827,-27891.8183484827,-27891.8183484827
